Year,Geography,GeoCode,Economic family type,Household food security status,Value
2019,Nova Scotia,,data.Persons in female lone-parent families,"data.Food insecure, severe",16.1
2020,Nova Scotia,,data.Persons in female lone-parent families,"data.Food insecure, severe",19.2
2018,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",24.9
2019,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",12.8
2020,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",17.9
2018,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, moderate",13.0
2019,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2018,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, severe",11.9
2019,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,Nova Scotia,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,Nova Scotia,,Persons not in an economic family,"data.Food insecure, marginal",6.0
2019,Nova Scotia,,Persons not in an economic family,"data.Food insecure, marginal",8.6
2020,Nova Scotia,,Persons not in an economic family,"data.Food insecure, marginal",3.8
2018,Nova Scotia,,Persons not in an economic family,"data.Food insecure, moderate or severe",17.7
2019,Nova Scotia,,Persons not in an economic family,"data.Food insecure, moderate or severe",16.1
2020,Nova Scotia,,Persons not in an economic family,"data.Food insecure, moderate or severe",15.9
2018,Nova Scotia,,Persons not in an economic family,"data.Food insecure, moderate",7.5
2019,Nova Scotia,,Persons not in an economic family,"data.Food insecure, moderate",7.5
2020,Nova Scotia,,Persons not in an economic family,"data.Food insecure, moderate",9.1
2018,Nova Scotia,,Persons not in an economic family,"data.Food insecure, severe",10.2
2019,Nova Scotia,,Persons not in an economic family,"data.Food insecure, severe",8.6
2020,Nova Scotia,,Persons not in an economic family,"data.Food insecure, severe",6.7
2018,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, marginal",5.0
2019,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, marginal",
2020,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, marginal",4.9
2018,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",13.0
2019,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",9.2
2020,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",10.4
2018,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, moderate",6.7
2019,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, moderate",7.0
2020,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, moderate",7.4
2018,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, severe",6.3
2019,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, severe",
2020,Nova Scotia,,Elderly persons not in an economic family,"data.Food insecure, severe",3.0
2018,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, marginal",
2019,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, marginal",
2020,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, marginal",
2018,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",17.4
2019,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",11.5
2020,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",13.3
2018,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, moderate",
2019,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, moderate",
2020,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, moderate",10.6
2018,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, severe",11.0
2019,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, severe",
2020,Nova Scotia,,Elderly males not in an economic family,"data.Food insecure, severe",
2018,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, marginal",4.1
2019,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, marginal",
2020,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, marginal",5.2
2018,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",10.6
2019,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.9
2020,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",8.8
2018,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, moderate",6.8
2019,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, moderate",
2020,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, moderate",5.6
2018,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, severe",
2019,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, severe",
2020,Nova Scotia,,Elderly females not in an economic family,"data.Food insecure, severe",
2018,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.5
2019,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",11.8
2020,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",3.2
2018,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",19.9
2019,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",19.7
2020,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",18.7
2018,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",7.8
2019,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",7.8
2020,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.1
2018,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, severe",12.1
2019,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, severe",11.9
2020,Nova Scotia,,Non-elderly persons not in an economic family,"data.Food insecure, severe",8.7
2018,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, marginal",7.0
2019,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, marginal",3.8
2018,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",19.3
2019,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",23.5
2020,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",14.0
2018,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, moderate",7.2
2019,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, moderate",8.6
2020,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, moderate",8.7
2018,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, severe",12.1
2019,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, severe",14.9
2020,Nova Scotia,,Non-elderly males not in an economic family,"data.Food insecure, severe",5.3
2018,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, marginal",6.0
2019,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, marginal",
2020,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, marginal",
2018,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",20.6
2019,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",15.9
2020,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",23.4
2018,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, moderate",8.5
2019,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, moderate",7.1
2020,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, moderate",11.4
2018,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, severe",12.1
2019,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, severe",8.9
2020,Nova Scotia,,Non-elderly females not in an economic family,"data.Food insecure, severe",12.0
2018,New Brunswick,,All persons,"data.Food insecure, marginal",5.1
2019,New Brunswick,,All persons,"data.Food insecure, marginal",4.7
2020,New Brunswick,,All persons,"data.Food insecure, marginal",6.0
2018,New Brunswick,13,All persons,"data.Food insecure, moderate or severe",12.7
2019,New Brunswick,13,All persons,"data.Food insecure, moderate or severe",11.0
2020,New Brunswick,13,All persons,"data.Food insecure, moderate or severe",12.4
2018,New Brunswick,,All persons,"data.Food insecure, moderate",8.0
2019,New Brunswick,,All persons,"data.Food insecure, moderate",7.3
2020,New Brunswick,,All persons,"data.Food insecure, moderate",7.1
2018,New Brunswick,,All persons,"data.Food insecure, severe",4.7
2019,New Brunswick,,All persons,"data.Food insecure, severe",3.7
2020,New Brunswick,,All persons,"data.Food insecure, severe",5.3
2018,New Brunswick,,Persons in economic families,"data.Food insecure, marginal",4.9
2019,New Brunswick,,Persons in economic families,"data.Food insecure, marginal",4.5
2020,New Brunswick,,Persons in economic families,"data.Food insecure, marginal",6.3
2018,New Brunswick,,Persons in economic families,"data.Food insecure, moderate or severe",11.7
2019,New Brunswick,,Persons in economic families,"data.Food insecure, moderate or severe",9.8
2020,New Brunswick,,Persons in economic families,"data.Food insecure, moderate or severe",11.1
2018,New Brunswick,,Persons in economic families,"data.Food insecure, moderate",7.6
2019,New Brunswick,,Persons in economic families,"data.Food insecure, moderate",7.1
2020,New Brunswick,,Persons in economic families,"data.Food insecure, moderate",6.6
2018,New Brunswick,,Persons in economic families,"data.Food insecure, severe",4.1
2019,New Brunswick,,Persons in economic families,"data.Food insecure, severe",2.7
2020,New Brunswick,,Persons in economic families,"data.Food insecure, severe",4.5
2018,New Brunswick,,data.Persons in elderly families,"data.Food insecure, marginal",3.7
2019,New Brunswick,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,New Brunswick,,data.Persons in elderly families,"data.Food insecure, marginal",3.3
2018,New Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate or severe",6.9
