Year,Geography,Type of provider,Value
2015,Saskatchewan,Pharmacy technicians,0.5
2015,Saskatchewan,Physician assistants,0.4
2015,Saskatchewan,Physicians,199.9
2015,Saskatchewan,Physiotherapists,63.0
2015,Saskatchewan,Psychologists,46.3
2015,Saskatchewan,Registered nurses,912.2
2015,Saskatchewan,Registered psychiatric nurses,78.3
2015,Saskatchewan,Regulated nurses,1319.7
2015,Saskatchewan,Respiratory therapists,19.9
2015,Saskatchewan,Social workers,148.4
2015,Saskatchewan,Specialists,88.9
2015,Saskatchewan,Speech language pathologists,29.8
2016,Saskatchewan,Audiologists,3.5
2016,Saskatchewan,Chiropractors,18.3
2016,Saskatchewan,Dental assistants,102.3
2016,Saskatchewan,Dental hygienists,54.8
2016,Saskatchewan,Dentists,38.9
2016,Saskatchewan,Dietitians,31.5
2016,Saskatchewan,Dietitians,31.5
2016,Saskatchewan,Environmental public health professionals,10.1
2016,Saskatchewan,Family medicine,109.2
2016,Saskatchewan,Genetic counsellors,0.4
2016,Saskatchewan,Health information management professionals,31.7
2016,Saskatchewan,Licensed practical nurses,310.4
2016,Saskatchewan,Medical laboratory technologists,73.5
2016,Saskatchewan,Medical physicists,1.2
2016,Saskatchewan,Medical radiation technologists,55.9
2016,Saskatchewan,Midwives,1.3
2016,Saskatchewan,Nurse practitioners,18.1
2016,Saskatchewan,Occupational therapists,29.9
2016,Saskatchewan,Occupational therapists,29.9
2016,Saskatchewan,Opticians,18.9
2016,Saskatchewan,Optometrists,16.1
2016,Saskatchewan,Paramedics,187.7
2016,Saskatchewan,Pharmacists,136.8
2016,Saskatchewan,Pharmacy technicians,7.2
2016,Saskatchewan,Physician assistants,0.1
2016,Saskatchewan,Physicians,200.9
2016,Saskatchewan,Physiotherapists,64.5
2016,Saskatchewan,Psychologists,47.3
2016,Saskatchewan,Registered nurses,924.9
2016,Saskatchewan,Registered psychiatric nurses,74.9
2016,Saskatchewan,Regulated nurses,1328.4
2016,Saskatchewan,Respiratory therapists,20.3
2016,Saskatchewan,Respiratory therapists,20.3
2016,Saskatchewan,Social workers,149.7
2016,Saskatchewan,Specialists,91.6
2016,Saskatchewan,Speech language pathologists,32.0
2016,Saskatchewan,Speech language pathologists,32.0
2017,Saskatchewan,Audiologists,3.2
2017,Saskatchewan,Chiropractors,18.3
2017,Saskatchewan,Dental assistants,105.9
2017,Saskatchewan,Dental hygienists,56.0
2017,Saskatchewan,Dentists,42.5
2017,Saskatchewan,Dietitians,32.9
2017,Saskatchewan,Dietitians,32.9
2017,Saskatchewan,Environmental public health professionals,9.6
2017,Saskatchewan,Family medicine,114.7
2017,Saskatchewan,Genetic counsellors,0.6
2017,Saskatchewan,Health information management professionals,32.3
2017,Saskatchewan,Licensed practical nurses,315.6
2017,Saskatchewan,Medical laboratory technologists,73.0
2017,Saskatchewan,Medical physicists,1.2
2017,Saskatchewan,Medical radiation technologists,54.5
2017,Saskatchewan,Midwives,1.3
2017,Saskatchewan,Nurse practitioners,18.8
2017,Saskatchewan,Occupational therapists,30.0
2017,Saskatchewan,Opticians,9.8
2017,Saskatchewan,Optometrists,15.8
2017,Saskatchewan,Paramedics,179.4
2017,Saskatchewan,Pharmacists,139.6
2017,Saskatchewan,Pharmacy technicians,17.0
2017,Saskatchewan,Physician assistants,0.1
2017,Saskatchewan,Physicians,204.8
2017,Saskatchewan,Physiotherapists,63.5
2017,Saskatchewan,Psychologists,43.6
2017,Saskatchewan,Psychotherapists/counselling therapists,
2017,Saskatchewan,Psychotherapists/counselling therapists,0.0
2017,Saskatchewan,Registered nurses,928.2
2017,Saskatchewan,Registered psychiatric nurses,73.6
2017,Saskatchewan,Regulated nurses,1336.1
2017,Saskatchewan,Respiratory therapists,20.2
2017,Saskatchewan,Social workers,158.5
2017,Saskatchewan,Specialists,90.1
2017,Saskatchewan,Speech language pathologists,32.6
2017,Saskatchewan,Speech language pathologists,32.6
2018,Saskatchewan,Audiologists,3.4
2018,Saskatchewan,Chiropractors,18.6
2018,Saskatchewan,Dental assistants,107.2
2018,Saskatchewan,Dental hygienists,57.1
2018,Saskatchewan,Dentists,45.9
2018,Saskatchewan,Dietitians,34.7
2018,Saskatchewan,Dietitians,34.7
2018,Saskatchewan,Environmental public health professionals,9.6
2018,Saskatchewan,Family medicine,113.5
2018,Saskatchewan,Genetic counsellors,0.6
2018,Saskatchewan,Health information management professionals,
2018,Saskatchewan,Health information management professionals,0.0
2018,Saskatchewan,Licensed practical nurses,314.1
2018,Saskatchewan,Medical laboratory technologists,71.3
2018,Saskatchewan,Medical physicists,1.3
2018,Saskatchewan,Medical radiation technologists,54.1
2018,Saskatchewan,Midwives,1.3
2018,Saskatchewan,Nurse practitioners,19.6
2018,Saskatchewan,Occupational therapists,30.0
2018,Saskatchewan,Opticians,
2018,Saskatchewan,Opticians,0.0
2018,Saskatchewan,Optometrists,15.5
2018,Saskatchewan,Paramedics,155.4
2018,Saskatchewan,Pharmacists,141.6
2018,Saskatchewan,Pharmacy technicians,23.7
2018,Saskatchewan,Physician assistants,0.2
2018,Saskatchewan,Physicians,205.7
2018,Saskatchewan,Physiotherapists,64.2
2018,Saskatchewan,Psychologists,43.6
2018,Saskatchewan,Psychotherapists/counselling therapists,
2018,Saskatchewan,Psychotherapists/counselling therapists,0.0
2018,Saskatchewan,Registered nurses,931.8
2018,Saskatchewan,Registered psychiatric nurses,71.0
2018,Saskatchewan,Regulated nurses,1336.5
2018,Saskatchewan,Respiratory therapists,21.0
2018,Saskatchewan,Social workers,169.7
2018,Saskatchewan,Specialists,92.2
2018,Saskatchewan,Speech language pathologists,32.9
2018,Saskatchewan,Speech language pathologists,32.9
2019,Saskatchewan,Audiologists,
2019,Saskatchewan,Audiologists,0.0
2019,Saskatchewan,Chiropractors,18.6
2019,Saskatchewan,Dental assistants,110.3
2019,Saskatchewan,Dental hygienists,
2019,Saskatchewan,Dental hygienists,0.0
2019,Saskatchewan,Dentists,43.8
2019,Saskatchewan,Dietitians,32.8
2019,Saskatchewan,Environmental public health professionals,10.2
2019,Saskatchewan,Family medicine,116.2
2019,Saskatchewan,Genetic counsellors,0.6
2019,Saskatchewan,Health information management professionals,32.5
2019,Saskatchewan,Licensed practical nurses,315.6
2019,Saskatchewan,Medical laboratory technologists,66.4
2019,Saskatchewan,Medical physicists,1.2
2019,Saskatchewan,Medical radiation technologists,53.8
2019,Saskatchewan,Midwives,1.4
2019,Saskatchewan,Nurse practitioners,20.1
2019,Saskatchewan,Occupational therapists,30.6
2019,Saskatchewan,Opticians,10.8
2019,Saskatchewan,Optometrists,15.5
2019,Saskatchewan,Paramedics,166.1
2019,Saskatchewan,Pharmacists,143.7
2019,Saskatchewan,Pharmacy technicians,31.6
2019,Saskatchewan,Physician assistants,0.1
2019,Saskatchewan,Physicians,211.9
2019,Saskatchewan,Physiotherapists,63.6
2019,Saskatchewan,Psychologists,43.9
2019,Saskatchewan,Psychotherapists/counselling therapists,
2019,Saskatchewan,Psychotherapists/counselling therapists,0.0
2019,Saskatchewan,Registered nurses,933.1
2019,Saskatchewan,Registered psychiatric nurses,68.4
2019,Saskatchewan,Regulated nurses,1337.2
2019,Saskatchewan,Respiratory therapists,21.8
2019,Saskatchewan,Social workers,178.2
2019,Saskatchewan,Specialists,95.6
2019,Saskatchewan,Speech language pathologists,0.0
2019,Saskatchewan,Speech language pathologists,
2020,Saskatchewan,Audiologists,3.9
2020,Saskatchewan,Chiropractors,18.9
2020,Saskatchewan,Dental assistants,120.5
2020,Saskatchewan,Dental hygienists,59.4
2020,Saskatchewan,Dentists,
2020,Saskatchewan,Dentists,0.0
2020,Saskatchewan,Dietitians,33.7
2020,Saskatchewan,Environmental public health professionals,9.8
2020,Saskatchewan,Family medicine,119.3
2020,Saskatchewan,Genetic counsellors,0.6
2020,Saskatchewan,Health information management professionals,31.6
2020,Saskatchewan,Licensed practical nurses,319.7
2020,Saskatchewan,Medical laboratory technologists,63.5
2020,Saskatchewan,Medical physicists,0.9
2020,Saskatchewan,Medical radiation technologists,53.4
2020,Saskatchewan,Midwives,1.2
2020,Saskatchewan,Nurse practitioners,20.4
2020,Saskatchewan,Occupational therapists,32.8
2020,Saskatchewan,Occupational therapists,32.8
2020,Saskatchewan,Opticians,
2020,Saskatchewan,Opticians,0.0
2020,Saskatchewan,Optometrists,15.4
2020,Saskatchewan,Paramedics,
2020,Saskatchewan,Paramedics,0.0
2020,Saskatchewan,Pharmacists,139.9
2020,Saskatchewan,Pharmacy technicians,32.4
2020,Saskatchewan,Physician assistants,0.1
2020,Saskatchewan,Physicians,215.0
2020,Saskatchewan,Physiotherapists,63.9
2020,Saskatchewan,Psychologists,43.3
2020,Saskatchewan,Psychotherapists/counselling therapists,
2020,Saskatchewan,Psychotherapists/counselling therapists,0.0
2020,Saskatchewan,Registered nurses,948.2
2020,Saskatchewan,Registered psychiatric nurses,67.8
2020,Saskatchewan,Regulated nurses,1356.0
2020,Saskatchewan,Respiratory therapists,23.5
2020,Saskatchewan,Social workers,191.2
2020,Saskatchewan,Specialists,95.6
2020,Saskatchewan,Speech language pathologists,34.5
2020,Saskatchewan,Speech language pathologists,34.5
2021,Saskatchewan,Audiologists,3.9
2021,Saskatchewan,Chiropractors,19.2
2021,Saskatchewan,Dental assistants,
2021,Saskatchewan,Dental assistants,0.0
2021,Saskatchewan,Dental hygienists,56.6
2021,Saskatchewan,Dentists,45.3
2021,Saskatchewan,Dietitians,35.5
2021,Saskatchewan,Dietitians,35.5
2021,Saskatchewan,Environmental public health professionals,9.5
2021,Saskatchewan,Family medicine,105.8
2021,Saskatchewan,Genetic counsellors,0.7
2021,Saskatchewan,Health information management professionals,28.0
2021,Saskatchewan,Health information management professionals,28.0
2021,Saskatchewan,Licensed practical nurses,312.2
2021,Saskatchewan,Medical laboratory technologists,64.2
2021,Saskatchewan,Medical physicists,0.9
2021,Saskatchewan,Medical radiation technologists,54.4
2021,Saskatchewan,Midwives,1.4
2021,Saskatchewan,Nurse practitioners,22.0
2021,Saskatchewan,Nurse practitioners,22.0
2021,Saskatchewan,Occupational therapists,34.4
2021,Saskatchewan,Opticians,10.8
2021,Saskatchewan,Optometrists,15.5
2021,Saskatchewan,Paramedics,188.8
2021,Saskatchewan,Pharmacists,143.3
2021,Saskatchewan,Pharmacy technicians,32.1
2021,Saskatchewan,Physician assistants,0.1
2021,Saskatchewan,Physicians,205.6
2021,Saskatchewan,Physiotherapists,65.8
2021,Saskatchewan,Psychologists,
2021,Saskatchewan,Psychologists,0.0
2021,Saskatchewan,Psychotherapists/counselling therapists,
2021,Saskatchewan,Psychotherapists/counselling therapists,0.0
2021,Saskatchewan,Registered nurses,958.3
2021,Saskatchewan,Registered psychiatric nurses,65.2
2021,Saskatchewan,Regulated nurses,1357.7
2021,Saskatchewan,Respiratory therapists,23.3
2021,Saskatchewan,Social workers,211.2
2021,Saskatchewan,Specialists,99.8
2021,Saskatchewan,Speech language pathologists,35.9
2015,Yukon,Audiologists,8.0
2015,Yukon,Chiropractors,15.9
2015,Yukon,Dental assistants,
2015,Yukon,Dental assistants,0.0
2015,Yukon,Dental hygienists,95.5
2015,Yukon,Dentists,111.4
2015,Yukon,Dietitians,
2015,Yukon,Dietitians,0.0
2015,Yukon,Environmental public health professionals,2.7
2015,Yukon,Family medicine,180.4
2015,Yukon,Genetic counsellors,2.7
2015,Yukon,Health information management professionals,
2015,Yukon,Health information management professionals,0.0
2015,Yukon,Licensed practical nurses,291.9
2015,Yukon,Medical laboratory technologists,61.0
2015,Yukon,Medical physicists,
2015,Yukon,Medical physicists,0.0
2015,Yukon,Medical radiation technologists,45.1
2015,Yukon,Midwives,
2015,Yukon,Midwives,0.0
2015,Yukon,Nurse practitioners,13.3
2015,Yukon,Occupational therapists,50.4
2015,Yukon,Opticians,
2015,Yukon,Opticians,0.0
2015,Yukon,Optometrists,18.6
2015,Yukon,Paramedics,
2015,Yukon,Paramedics,0.0
2015,Yukon,Pharmacists,127.4
2015,Yukon,Pharmacy technicians,
2015,Yukon,Pharmacy technicians,0.0
2015,Yukon,Physician assistants,0.0
2015,Yukon,Physicians,209.6
2015,Yukon,Physiotherapists,100.8
2015,Yukon,Psychologists,
2015,Yukon,Psychologists,0.0
2015,Yukon,Registered nurses,1056.0
2015,Yukon,Registered psychiatric nurses,13.3
2015,Yukon,Regulated nurses,1374.4
2015,Yukon,Respiratory therapists,10.6
2015,Yukon,Social workers,
2015,Yukon,Social workers,0.0
2015,Yukon,Specialists,29.2
2015,Yukon,Speech language pathologists,45.1
2015,Yukon,Speech language pathologists,45.1
2016,Yukon,Audiologists,5.2
2016,Yukon,Chiropractors,15.6
2016,Yukon,Dental assistants,
2016,Yukon,Dental assistants,0.0
2016,Yukon,Dental hygienists,93.4
2016,Yukon,Dentists,109.0
2016,Yukon,Dietitians,
2016,Yukon,Dietitians,0.0
2016,Yukon,Environmental public health professionals,2.6
2016,Yukon,Environmental public health professionals,2.6
2016,Yukon,Family medicine,176.4
2016,Yukon,Genetic counsellors,2.6
2016,Yukon,Genetic counsellors,2.6
2016,Yukon,Health information management professionals,18.2
2016,Yukon,Licensed practical nurses,295.7
2016,Yukon,Medical laboratory technologists,67.5
2016,Yukon,Medical physicists,
2016,Yukon,Medical physicists,0.0
2016,Yukon,Medical radiation technologists,44.1
2016,Yukon,Midwives,7.8
2016,Yukon,Midwives,7.8
2016,Yukon,Nurse practitioners,13.0
2016,Yukon,Occupational therapists,46.7
2016,Yukon,Opticians,
2016,Yukon,Opticians,0.0
2016,Yukon,Optometrists,18.2
2016,Yukon,Paramedics,
2016,Yukon,Paramedics,0.0
2016,Yukon,Pharmacists,109.0
2016,Yukon,Pharmacy technicians,
2016,Yukon,Pharmacy technicians,0.0
2016,Yukon,Physician assistants,0.0
2016,Yukon,Physicians,202.4
2016,Yukon,Physiotherapists,116.7
2016,Yukon,Psychologists,
2016,Yukon,Psychologists,0.0
2016,Yukon,Registered nurses,1061.0
2016,Yukon,Registered psychiatric nurses,10.4
2016,Yukon,Regulated nurses,1380.1
2016,Yukon,Respiratory therapists,10.4
2016,Yukon,Social workers,
2016,Yukon,Social workers,0.0
2016,Yukon,Specialists,25.9
2016,Yukon,Speech language pathologists,41.5
2016,Yukon,Speech language pathologists,41.5
2017,Yukon,Audiologists,7.6
2017,Yukon,Chiropractors,
2017,Yukon,Chiropractors,0.0
2017,Yukon,Dental assistants,
2017,Yukon,Dental assistants,0.0
2017,Yukon,Dental hygienists,
2017,Yukon,Dental hygienists,0.0
2017,Yukon,Dentists,
2017,Yukon,Dentists,0.0
2017,Yukon,Dietitians,
2017,Yukon,Dietitians,0.0
2017,Yukon,Environmental public health professionals,5.0
2017,Yukon,Family medicine,169.1
2017,Yukon,Genetic counsellors,2.5
2017,Yukon,Health information management professionals,17.7
2017,Yukon,Licensed practical nurses,338.3
2017,Yukon,Medical laboratory technologists,55.5
2017,Yukon,Medical physicists,
2017,Yukon,Medical physicists,0.0
2017,Yukon,Medical radiation technologists,50.5
2017,Yukon,Midwives,0.0
2017,Yukon,Nurse practitioners,17.7
2017,Yukon,Occupational therapists,40.4
2017,Yukon,Opticians,
2017,Yukon,Opticians,0.0
2017,Yukon,Optometrists,
2017,Yukon,Optometrists,0.0
2017,Yukon,Paramedics,
2017,Yukon,Paramedics,0.0
2017,Yukon,Pharmacists,133.8
2017,Yukon,Pharmacy technicians,
2017,Yukon,Pharmacy technicians,0.0
2017,Yukon,Physician assistants,0.0
2017,Yukon,Physicians,194.4
2017,Yukon,Physiotherapists,
2017,Yukon,Physiotherapists,0.0
2017,Yukon,Psychologists,
2017,Yukon,Psychologists,0.0
2017,Yukon,Psychotherapists/counselling therapists,
2017,Yukon,Psychotherapists/counselling therapists,0.0
2017,Yukon,Registered nurses,1148.7
2017,Yukon,Registered psychiatric nurses,
2017,Yukon,Registered psychiatric nurses,0.0
2017,Yukon,Regulated nurses,1504.7
2017,Yukon,Respiratory therapists,12.6
2017,Yukon,Social workers,
2017,Yukon,Social workers,0.0
2017,Yukon,Specialists,25.2
2017,Yukon,Specialists,25.2
2017,Yukon,Speech language pathologists,40.4
2017,Yukon,Speech language pathologists,40.4
2018,Yukon,Audiologists,2.5
2018,Yukon,Chiropractors,12.3
2018,Yukon,Dental assistants,
2018,Yukon,Dental assistants,0.0
2018,Yukon,Dental hygienists,66.6
2018,Yukon,Dentists,113.5
2018,Yukon,Dietitians,27.1
2018,Yukon,Environmental public health professionals,17.3
2018,Yukon,Family medicine,158.0
2018,Yukon,Genetic counsellors,2.5
2018,Yukon,Health information management professionals,
2018,Yukon,Health information management professionals,0.0
2018,Yukon,Licensed practical nurses,481.3
2018,Yukon,Medical laboratory technologists,54.3
2018,Yukon,Medical physicists,
2018,Yukon,Medical physicists,0.0
2018,Yukon,Medical radiation technologists,
2018,Yukon,Medical radiation technologists,0.0
2018,Yukon,Midwives,0.0
2018,Yukon,Nurse practitioners,19.7
2018,Yukon,Occupational therapists,44.4
2018,Yukon,Opticians,
2018,Yukon,Opticians,0.0
2018,Yukon,Optometrists,17.3
2018,Yukon,Paramedics,
2018,Yukon,Paramedics,0.0
2018,Yukon,Pharmacists,162.9
2018,Yukon,Pharmacy technicians,
2018,Yukon,Pharmacy technicians,0.0
2018,Yukon,Physician assistants,0.0
2018,Yukon,Physicians,190.0
2018,Yukon,Physiotherapists,133.3
2018,Yukon,Psychologists,
2018,Yukon,Psychologists,0.0
2018,Yukon,Psychotherapists/counselling therapists,
2018,Yukon,Psychotherapists/counselling therapists,0.0
2018,Yukon,Registered nurses,1174.8
2018,Yukon,Registered psychiatric nurses,12.3
2018,Yukon,Regulated nurses,1688.1
2018,Yukon,Respiratory therapists,12.3
2018,Yukon,Social workers,
2018,Yukon,Social workers,0.0
2018,Yukon,Specialists,32.1
2018,Yukon,Specialists,32.1
2018,Yukon,Speech language pathologists,42.0
2018,Yukon,Speech language pathologists,42.0
2019,Yukon,Audiologists,2.4
2019,Yukon,Chiropractors,14.5
2019,Yukon,Dental assistants,
2019,Yukon,Dental assistants,0.0
2019,Yukon,Dental hygienists,89.5
2019,Yukon,Dentists,169.2
2019,Yukon,Dietitians,29.0
2019,Yukon,Environmental public health professionals,16.9
2019,Yukon,Family medicine,162.0
2019,Yukon,Genetic counsellors,2.4
2019,Yukon,Health information management professionals,14.5
2019,Yukon,Licensed practical nurses,544.0
2019,Yukon,Medical laboratory technologists,65.3
2019,Yukon,Medical physicists,
2019,Yukon,Medical physicists,0.0
2019,Yukon,Medical radiation technologists,43.5
2019,Yukon,Midwives,
2019,Yukon,Midwives,0.0
2019,Yukon,Nurse practitioners,24.2
2019,Yukon,Occupational therapists,65.3
2019,Yukon,Opticians,
2019,Yukon,Opticians,0.0
2019,Yukon,Optometrists,19.3
2019,Yukon,Paramedics,
2019,Yukon,Paramedics,0.0
2019,Yukon,Pharmacists,159.6
2019,Yukon,Pharmacy technicians,
2019,Yukon,Pharmacy technicians,0.0
2019,Yukon,Physician assistants,0.0
2019,Yukon,Physicians,191.0
2019,Yukon,Physiotherapists,125.7
2019,Yukon,Psychologists,
2019,Yukon,Psychologists,0.0
2019,Yukon,Psychotherapists/counselling therapists,
2019,Yukon,Psychotherapists/counselling therapists,0.0
2019,Yukon,Registered nurses,1160.5
2019,Yukon,Registered psychiatric nurses,19.3
2019,Yukon,Regulated nurses,1748.0
2019,Yukon,Respiratory therapists,12.1
2019,Yukon,Social workers,
2019,Yukon,Social workers,0.0
2019,Yukon,Specialists,29.0
2019,Yukon,Speech language pathologists,55.6
2020,Yukon,Audiologists,2.4
2020,Yukon,Chiropractors,14.2
2020,Yukon,Dental assistants,
2020,Yukon,Dental assistants,0.0
2020,Yukon,Dental hygienists,78.2
2020,Yukon,Dentists,137.5
2020,Yukon,Dietitians,
2020,Yukon,Dietitians,0.0
2020,Yukon,Environmental public health professionals,16.6
2020,Yukon,Family medicine,168.4
2020,Yukon,Genetic counsellors,2.4
2020,Yukon,Health information management professionals,14.2
2020,Yukon,Licensed practical nurses,538.2
2020,Yukon,Medical laboratory technologists,49.8
2020,Yukon,Medical physicists,
2020,Yukon,Medical physicists,0.0
2020,Yukon,Medical radiation technologists,47.4
2020,Yukon,Midwives,0.0
2020,Yukon,Nurse practitioners,33.2
2020,Yukon,Occupational therapists,66.4
2020,Yukon,Opticians,
2020,Yukon,Opticians,0.0
2020,Yukon,Optometrists,19.0
2020,Yukon,Paramedics,
2020,Yukon,Paramedics,0.0
2020,Yukon,Pharmacists,142.3
2020,Yukon,Pharmacy technicians,
2020,Yukon,Pharmacy technicians,0.0
2020,Yukon,Physician assistants,
2020,Yukon,Physician assistants,0.0
2020,Yukon,Physicians,201.5
2020,Yukon,Physiotherapists,139.9
2020,Yukon,Psychologists,
2020,Yukon,Psychologists,0.0
2020,Yukon,Psychotherapists/counselling therapists,
2020,Yukon,Psychotherapists/counselling therapists,0.0
2020,Yukon,Registered nurses,1261.4
2020,Yukon,Registered psychiatric nurses,21.3
2020,Yukon,Regulated nurses,1854.2
2020,Yukon,Respiratory therapists,9.5
2020,Yukon,Social workers,
2020,Yukon,Social workers,0.0
2020,Yukon,Specialists,33.2
2020,Yukon,Speech language pathologists,49.8
2021,Yukon,Audiologists,2.3
2021,Yukon,Chiropractors,16.3
2021,Yukon,Dental assistants,
2021,Yukon,Dental assistants,0.0
2021,Yukon,Dental hygienists,86.1
2021,Yukon,Dentists,153.5
2021,Yukon,Dietitians,
2021,Yukon,Dietitians,0.0
2021,Yukon,Environmental public health professionals,16.3
2021,Yukon,Family medicine,165.2
2021,Yukon,Genetic counsellors,2.3
2021,Yukon,Health information management professionals,11.6
2021,Yukon,Licensed practical nurses,570.0
2021,Yukon,Medical laboratory technologists,51.2
2021,Yukon,Medical physicists,
2021,Yukon,Medical physicists,0.0
2021,Yukon,Medical radiation technologists,39.5
2021,Yukon,Midwives,
2021,Yukon,Midwives,0.0
2021,Yukon,Nurse practitioners,55.8
2021,Yukon,Occupational therapists,72.1
2021,Yukon,Opticians,
2021,Yukon,Opticians,0.0
2021,Yukon,Optometrists,27.9
2021,Yukon,Optometrists,27.9
2021,Yukon,Paramedics,
2021,Yukon,Paramedics,0.0
2021,Yukon,Pharmacists,209.4
2021,Yukon,Pharmacy technicians,
2021,Yukon,Pharmacy technicians,0.0
2021,Yukon,Physician assistants,0.0
2021,Yukon,Physicians,197.7
2021,Yukon,Physiotherapists,144.2
2021,Yukon,Psychologists,
2021,Yukon,Psychologists,0.0
2021,Yukon,Psychotherapists/counselling therapists,
2021,Yukon,Psychotherapists/counselling therapists,0.0
2021,Yukon,Registered nurses,1274.8
2021,Yukon,Registered psychiatric nurses,23.3
2021,Yukon,Regulated nurses,1923.9
2021,Yukon,Respiratory therapists,11.6
2021,Yukon,Social workers,
2021,Yukon,Social workers,0.0
2021,Yukon,Specialists,32.6
2021,Yukon,Specialists,32.6
2021,Yukon,Speech language pathologists,46.5
