Year,Géographie,GeoCode,Type de famille économique,Niveau de sécurité alimentaire du ménage,Value
2020,Nouvelle-Écosse,,Femmes âgées hors famille économique,"data.Food insecure, moderate",5.6
2018,Nouvelle-Écosse,,Femmes âgées hors famille économique,"data.Food insecure, severe",
2019,Nouvelle-Écosse,,Femmes âgées hors famille économique,"data.Food insecure, severe",
2020,Nouvelle-Écosse,,Femmes âgées hors famille économique,"data.Food insecure, severe",
2018,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, marginal",6.5
2019,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, marginal",11.8
2020,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, marginal",3.2
2018,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, moderate or severe",19.9
2019,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, moderate or severe",19.7
2020,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, moderate or severe",18.7
2018,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, moderate",7.8
2019,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, moderate",7.8
2020,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, moderate",10.1
2018,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, severe",12.1
2019,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, severe",11.9
2020,Nouvelle-Écosse,,Personnes non âgées hors famille économique,"data.Food insecure, severe",8.7
2018,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, marginal",7.0
2019,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, marginal",
2020,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, marginal",3.8
2018,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, moderate or severe",19.3
2019,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, moderate or severe",23.5
2020,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, moderate or severe",14.0
2018,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, moderate",7.2
2019,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, moderate",8.6
2020,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, moderate",8.7
2018,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, severe",12.1
2019,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, severe",14.9
2020,Nouvelle-Écosse,,Hommes non âgés hors famille économique,"data.Food insecure, severe",5.3
2018,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, marginal",6.0
2019,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, marginal",
2020,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, marginal",
2018,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, moderate or severe",20.6
2019,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, moderate or severe",15.9
2020,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, moderate or severe",23.4
2018,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, moderate",8.5
2019,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, moderate",7.1
2020,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, moderate",11.4
2018,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, severe",12.1
2019,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, severe",8.9
2020,Nouvelle-Écosse,,Femmes non âgées hors famille économique,"data.Food insecure, severe",12.0
2018,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, marginal",5.1
2019,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, marginal",4.7
2020,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, marginal",6.0
2018,Nouveau-Brunswick,13,Toutes les personnes,"data.Food insecure, moderate or severe",12.7
2019,Nouveau-Brunswick,13,Toutes les personnes,"data.Food insecure, moderate or severe",11.0
2020,Nouveau-Brunswick,13,Toutes les personnes,"data.Food insecure, moderate or severe",12.4
2018,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, moderate",8.0
2019,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, moderate",7.3
2020,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, moderate",7.1
2018,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, severe",4.7
2019,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, severe",3.7
2020,Nouveau-Brunswick,,Toutes les personnes,"data.Food insecure, severe",5.3
2018,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, marginal",4.9
2019,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, marginal",4.5
2020,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, marginal",6.3
2018,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, moderate or severe",11.7
2019,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, moderate or severe",9.8
2020,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, moderate or severe",11.1
2018,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, moderate",7.6
2019,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, moderate",7.1
2020,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, moderate",6.6
2018,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, severe",4.1
2019,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, severe",2.7
2020,Nouveau-Brunswick,,Personnes dans les familles économiques,"data.Food insecure, severe",4.5
2018,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, marginal",3.7
2019,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, marginal",3.3
2018,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate or severe",6.9
2019,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.3
2020,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.8
2018,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate",5.1
2019,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate",4.5
2020,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, moderate",4.4
2018,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, severe",
2019,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, severe",
2020,Nouveau-Brunswick,,data.Persons in elderly families,"data.Food insecure, severe",
2018,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, marginal",3.6
2018,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.7
2019,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",
2020,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",5.2
2018,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, moderate",3.6
2019,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, moderate",
2020,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, moderate",3.5
2018,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,Nouveau-Brunswick,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,Nouveau-Brunswick,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.2
2019,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.8
2020,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, marginal",7.0
2018,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.7
2019,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",10.8
2020,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.3
2018,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.1
2019,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, moderate",7.7
2020,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, moderate",7.1
2018,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, severe",4.6
2019,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, severe",3.1
2020,Nouveau-Brunswick,,data.Persons in non-elderly families,"data.Food insecure, severe",5.2
2018,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, marginal",3.7
2019,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, marginal",3.5
2020,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, marginal",5.0
2018,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, moderate or severe",9.2
2019,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, moderate or severe",6.7
2020,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, moderate or severe",11.5
2018,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, moderate",5.1
2019,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, moderate",3.3
2020,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, moderate",7.0
2018,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, severe",4.1
2019,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, severe",
2020,Nouveau-Brunswick,,data.Persons in couples,"data.Food insecure, severe",4.5
2018,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, marginal",7.1
2019,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, marginal",6.8
2020,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, marginal",8.7
2018,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.7
2019,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.8
2020,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",8.9
2018,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, moderate",8.7
2019,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, moderate",8.3
2020,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, moderate",5.4
2018,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, severe",4.0
2019,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, severe",
2020,Nouveau-Brunswick,,data.Persons in couple families with children,"data.Food insecure, severe",3.6
2018,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",10.0
2019,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",7.3
2018,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",7.4
2019,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2018,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,Nouveau-Brunswick,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
