Year,Géographie,Sexe,Groupe d'âge,GeoCode,Value
2017,Île-du-Prince-Édouard,Hommes,15 à 19 ans,11,20.0
2017,Île-du-Prince-Édouard,Hommes,20 à 24 ans,11,12.5
2017,Île-du-Prince-Édouard,Hommes,25 à 29 ans,11,9.8
2017,Île-du-Prince-Édouard,Hommes,30 à 34 ans,11,10.3
2017,Île-du-Prince-Édouard,Hommes,35 à 39 ans,11,10.0
2017,Île-du-Prince-Édouard,Hommes,40 à 44 ans,11,12.8
2017,Île-du-Prince-Édouard,Hommes,45 à 49 ans,11,11.1
2017,Île-du-Prince-Édouard,Hommes,50 à 54 ans,11,8.2
2017,Île-du-Prince-Édouard,Hommes,55 à 59 ans,11,8.7
2017,Île-du-Prince-Édouard,Hommes,60 à 64 ans,11,13.9
2017,Île-du-Prince-Édouard,Hommes,65 ans et plus,11,12.1
2017,Île-du-Prince-Édouard,Hommes,65 à 69 ans,11,
2017,Île-du-Prince-Édouard,Hommes,70 ans et plus,11,
2017,Île-du-Prince-Édouard,Femmes,15 ans et plus,11,8.0
2017,Île-du-Prince-Édouard,Femmes,15 à 24 ans,11,11.1
2017,Île-du-Prince-Édouard,Femmes,25 ans et plus,11,7.8
2017,Île-du-Prince-Édouard,Femmes,25 à 44 ans,11,7.8
2017,Île-du-Prince-Édouard,Femmes,45 à 64 ans,11,7.4
2017,Île-du-Prince-Édouard,Femmes,45 ans et plus,11,7.7
2017,Île-du-Prince-Édouard,Femmes,25 à 54 ans,11,7.0
2017,Île-du-Prince-Édouard,Femmes,55 ans et plus,11,8.7
2017,Île-du-Prince-Édouard,Femmes,15 à 64 ans,11,7.9
2017,Île-du-Prince-Édouard,Femmes,15 à 19 ans,11,16.0
2017,Île-du-Prince-Édouard,Femmes,20 à 24 ans,11,7.9
2017,Île-du-Prince-Édouard,Femmes,25 à 29 ans,11,11.1
2017,Île-du-Prince-Édouard,Femmes,30 à 34 ans,11,5.4
2017,Île-du-Prince-Édouard,Femmes,35 à 39 ans,11,5.3
2017,Île-du-Prince-Édouard,Femmes,40 à 44 ans,11,7.1
2017,Île-du-Prince-Édouard,Femmes,45 à 49 ans,11,7.3
2017,Île-du-Prince-Édouard,Femmes,50 à 54 ans,11,6.0
2017,Île-du-Prince-Édouard,Femmes,55 à 59 ans,11,9.5
2017,Île-du-Prince-Édouard,Femmes,60 à 64 ans,11,10.3
2017,Île-du-Prince-Édouard,Femmes,65 ans et plus,11,9.5
2017,Île-du-Prince-Édouard,Femmes,65 à 69 ans,11,
2017,Île-du-Prince-Édouard,Femmes,70 ans et plus,11,
2017,Nouvelle-Écosse,Les deux sexes,15 ans et plus,12,8.5
2017,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,12,16.3
2017,Nouvelle-Écosse,Les deux sexes,25 ans et plus,12,7.2
2017,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,12,7.5
2017,Nouvelle-Écosse,Les deux sexes,45 à 64 ans,12,7.0
2017,Nouvelle-Écosse,Les deux sexes,45 ans et plus,12,7.0
2017,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,12,7.1
2017,Nouvelle-Écosse,Les deux sexes,55 ans et plus,12,7.4
2017,Nouvelle-Écosse,Les deux sexes,15 à 64 ans,12,8.6
2017,Nouvelle-Écosse,Les deux sexes,15 à 19 ans,12,21.2
2017,Nouvelle-Écosse,Les deux sexes,20 à 24 ans,12,13.4
2017,Nouvelle-Écosse,Les deux sexes,25 à 29 ans,12,8.6
2017,Nouvelle-Écosse,Les deux sexes,30 à 34 ans,12,7.6
2017,Nouvelle-Écosse,Les deux sexes,35 à 39 ans,12,7.3
2017,Nouvelle-Écosse,Les deux sexes,40 à 44 ans,12,6.6
2017,Nouvelle-Écosse,Les deux sexes,45 à 49 ans,12,6.5
2017,Nouvelle-Écosse,Les deux sexes,50 à 54 ans,12,6.3
2017,Nouvelle-Écosse,Les deux sexes,55 à 59 ans,12,7.1
2017,Nouvelle-Écosse,Les deux sexes,60 à 64 ans,12,8.5
2017,Nouvelle-Écosse,Les deux sexes,65 ans et plus,12,6.4
2017,Nouvelle-Écosse,Les deux sexes,65 à 69 ans,12,6.7
2017,Nouvelle-Écosse,Les deux sexes,70 ans et plus,12,
2017,Nouvelle-Écosse,Hommes,15 ans et plus,12,10.6
2017,Nouvelle-Écosse,Hommes,15 à 24 ans,12,19.6
2017,Nouvelle-Écosse,Hommes,25 ans et plus,12,9.1
2017,Nouvelle-Écosse,Hommes,25 à 44 ans,12,9.8
2017,Nouvelle-Écosse,Hommes,45 à 64 ans,12,8.8
2017,Nouvelle-Écosse,Hommes,45 ans et plus,12,8.5
2017,Nouvelle-Écosse,Hommes,25 à 54 ans,12,9.2
2017,Nouvelle-Écosse,Hommes,55 ans et plus,12,8.9
2017,Nouvelle-Écosse,Hommes,15 à 64 ans,12,10.8
2017,Nouvelle-Écosse,Hommes,15 à 19 ans,12,24.2
2017,Nouvelle-Écosse,Hommes,20 à 24 ans,12,17.0
2017,Nouvelle-Écosse,Hommes,25 à 29 ans,12,11.6
2017,Nouvelle-Écosse,Hommes,30 à 34 ans,12,8.9
2017,Nouvelle-Écosse,Hommes,35 à 39 ans,12,10.1
2017,Nouvelle-Écosse,Hommes,40 à 44 ans,12,8.1
2017,Nouvelle-Écosse,Hommes,45 à 49 ans,12,7.9
2017,Nouvelle-Écosse,Hommes,50 à 54 ans,12,8.7
2017,Nouvelle-Écosse,Hommes,55 à 59 ans,12,8.3
2017,Nouvelle-Écosse,Hommes,60 à 64 ans,12,11.3
2017,Nouvelle-Écosse,Hommes,65 ans et plus,12,6.6
2017,Nouvelle-Écosse,Hommes,65 à 69 ans,12,
2017,Nouvelle-Écosse,Hommes,70 ans et plus,12,
2017,Nouvelle-Écosse,Femmes,15 ans et plus,12,6.4
2017,Nouvelle-Écosse,Femmes,15 à 24 ans,12,12.7
2017,Nouvelle-Écosse,Femmes,25 ans et plus,12,5.3
2017,Nouvelle-Écosse,Femmes,25 à 44 ans,12,5.3
2017,Nouvelle-Écosse,Femmes,45 à 64 ans,12,5.1
2017,Nouvelle-Écosse,Femmes,45 ans et plus,12,5.2
2017,Nouvelle-Écosse,Femmes,25 à 54 ans,12,5.1
2017,Nouvelle-Écosse,Femmes,55 ans et plus,12,5.7
2017,Nouvelle-Écosse,Femmes,15 à 64 ans,12,6.4
2017,Nouvelle-Écosse,Femmes,15 à 19 ans,12,17.6
2017,Nouvelle-Écosse,Femmes,20 à 24 ans,12,9.6
2017,Nouvelle-Écosse,Femmes,25 à 29 ans,12,5.5
2017,Nouvelle-Écosse,Femmes,30 à 34 ans,12,5.7
2017,Nouvelle-Écosse,Femmes,35 à 39 ans,12,4.6
2017,Nouvelle-Écosse,Femmes,40 à 44 ans,12,5.1
2017,Nouvelle-Écosse,Femmes,45 à 49 ans,12,5.6
2017,Nouvelle-Écosse,Femmes,50 à 54 ans,12,4.3
2017,Nouvelle-Écosse,Femmes,55 à 59 ans,12,5.9
2017,Nouvelle-Écosse,Femmes,60 à 64 ans,12,5.0
2017,Nouvelle-Écosse,Femmes,65 ans et plus,12,6.2
2017,Nouvelle-Écosse,Femmes,65 à 69 ans,12,
2017,Nouvelle-Écosse,Femmes,70 ans et plus,12,
2017,Nouveau-Brunswick,Les deux sexes,15 ans et plus,13,8.3
2017,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,13,13.2
2017,Nouveau-Brunswick,Les deux sexes,25 ans et plus,13,7.6
2017,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,13,6.8
2017,Nouveau-Brunswick,Les deux sexes,45 à 64 ans,13,8.3
2017,Nouveau-Brunswick,Les deux sexes,45 ans et plus,13,8.2
2017,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,13,6.9
2017,Nouveau-Brunswick,Les deux sexes,55 ans et plus,13,9.5
2017,Nouveau-Brunswick,Les deux sexes,15 à 64 ans,13,8.4
2017,Nouveau-Brunswick,Les deux sexes,15 à 19 ans,13,17.8
2017,Nouveau-Brunswick,Les deux sexes,20 à 24 ans,13,10.1
2017,Nouveau-Brunswick,Les deux sexes,25 à 29 ans,13,9.6
2017,Nouveau-Brunswick,Les deux sexes,30 à 34 ans,13,6.5
2017,Nouveau-Brunswick,Les deux sexes,35 à 39 ans,13,6.5
2017,Nouveau-Brunswick,Les deux sexes,40 à 44 ans,13,5.3
2017,Nouveau-Brunswick,Les deux sexes,45 à 49 ans,13,7.8
2017,Nouveau-Brunswick,Les deux sexes,50 à 54 ans,13,6.1
2017,Nouveau-Brunswick,Les deux sexes,55 à 59 ans,13,8.4
2017,Nouveau-Brunswick,Les deux sexes,60 à 64 ans,13,12.5
2017,Nouveau-Brunswick,Les deux sexes,65 ans et plus,13,7.6
2017,Nouveau-Brunswick,Les deux sexes,65 à 69 ans,13,9.2
2017,Nouveau-Brunswick,Les deux sexes,70 ans et plus,13,
2017,Nouveau-Brunswick,Hommes,15 ans et plus,13,10.2
2017,Nouveau-Brunswick,Hommes,15 à 24 ans,13,15.5
2017,Nouveau-Brunswick,Hommes,25 ans et plus,13,9.4
2017,Nouveau-Brunswick,Hommes,25 à 44 ans,13,8.8
2017,Nouveau-Brunswick,Hommes,45 à 64 ans,13,10.1
2017,Nouveau-Brunswick,Hommes,45 ans et plus,13,9.9
2017,Nouveau-Brunswick,Hommes,25 à 54 ans,13,9.0
2017,Nouveau-Brunswick,Hommes,55 ans et plus,13,10.4
2017,Nouveau-Brunswick,Hommes,15 à 64 ans,13,10.3
2017,Nouveau-Brunswick,Hommes,15 à 19 ans,13,19.8
2017,Nouveau-Brunswick,Hommes,20 à 24 ans,13,12.8
2017,Nouveau-Brunswick,Hommes,25 à 29 ans,13,13.4
2017,Nouveau-Brunswick,Hommes,30 à 34 ans,13,7.5
2017,Nouveau-Brunswick,Hommes,35 à 39 ans,13,7.9
2017,Nouveau-Brunswick,Hommes,40 à 44 ans,13,6.9
2017,Nouveau-Brunswick,Hommes,45 à 49 ans,13,10.6
2017,Nouveau-Brunswick,Hommes,50 à 54 ans,13,8.1
2017,Nouveau-Brunswick,Hommes,55 à 59 ans,13,8.7
2017,Nouveau-Brunswick,Hommes,60 à 64 ans,13,14.5
2017,Nouveau-Brunswick,Hommes,65 ans et plus,13,
2017,Nouveau-Brunswick,Hommes,65 à 69 ans,13,
2017,Nouveau-Brunswick,Hommes,70 ans et plus,13,
2017,Nouveau-Brunswick,Femmes,15 ans et plus,13,6.3
2017,Nouveau-Brunswick,Femmes,15 à 24 ans,13,10.6
2017,Nouveau-Brunswick,Femmes,25 ans et plus,13,5.6
2017,Nouveau-Brunswick,Femmes,25 à 44 ans,13,4.8
2017,Nouveau-Brunswick,Femmes,45 à 64 ans,13,6.2
2017,Nouveau-Brunswick,Femmes,45 ans et plus,13,6.3
2017,Nouveau-Brunswick,Femmes,25 à 54 ans,13,4.7
2017,Nouveau-Brunswick,Femmes,55 ans et plus,13,8.4
2017,Nouveau-Brunswick,Femmes,15 à 64 ans,13,6.3
2017,Nouveau-Brunswick,Femmes,15 à 19 ans,13,15.0
2017,Nouveau-Brunswick,Femmes,20 à 24 ans,13,7.2
2017,Nouveau-Brunswick,Femmes,25 à 29 ans,13,5.5
2017,Nouveau-Brunswick,Femmes,30 à 34 ans,13,5.5
2017,Nouveau-Brunswick,Femmes,35 à 39 ans,13,5.0
2017,Nouveau-Brunswick,Femmes,40 à 44 ans,13,3.7
2017,Nouveau-Brunswick,Femmes,45 à 49 ans,13,5.0
2017,Nouveau-Brunswick,Femmes,50 à 54 ans,13,3.8
2017,Nouveau-Brunswick,Femmes,55 à 59 ans,13,8.1
2017,Nouveau-Brunswick,Femmes,60 à 64 ans,13,9.1
2017,Nouveau-Brunswick,Femmes,65 ans et plus,13,
2017,Nouveau-Brunswick,Femmes,65 à 69 ans,13,
2017,Nouveau-Brunswick,Femmes,70 ans et plus,13,
2017,Québec,Les deux sexes,15 ans et plus,24,6.0
2017,Québec,Les deux sexes,15 à 24 ans,24,9.8
2017,Québec,Les deux sexes,25 ans et plus,24,5.4
2017,Québec,Les deux sexes,25 à 44 ans,24,5.7
2017,Québec,Les deux sexes,45 à 64 ans,24,5.1
2017,Québec,Les deux sexes,45 ans et plus,24,5.1
2017,Québec,Les deux sexes,25 à 54 ans,24,5.4
2017,Québec,Les deux sexes,55 ans et plus,24,5.5
2017,Québec,Les deux sexes,15 à 64 ans,24,6.1
2017,Québec,Les deux sexes,15 à 19 ans,24,14.2
2017,Québec,Les deux sexes,20 à 24 ans,24,7.3
2017,Québec,Les deux sexes,25 à 29 ans,24,6.8
2017,Québec,Les deux sexes,30 à 34 ans,24,5.9
2017,Québec,Les deux sexes,35 à 39 ans,24,4.8
2017,Québec,Les deux sexes,40 à 44 ans,24,5.4
2017,Québec,Les deux sexes,45 à 49 ans,24,5.3
2017,Québec,Les deux sexes,50 à 54 ans,24,4.3
2017,Québec,Les deux sexes,55 à 59 ans,24,4.8
2017,Québec,Les deux sexes,60 à 64 ans,24,7.0
2017,Québec,Les deux sexes,65 ans et plus,24,5.4
2017,Québec,Les deux sexes,65 à 69 ans,24,5.5
2017,Québec,Les deux sexes,70 ans et plus,24,5.1
2017,Québec,Hommes,15 ans et plus,24,6.4
2017,Québec,Hommes,15 à 24 ans,24,10.7
2017,Québec,Hommes,25 ans et plus,24,5.8
2017,Québec,Hommes,25 à 44 ans,24,6.3
2017,Québec,Hommes,45 à 64 ans,24,5.3
2017,Québec,Hommes,45 ans et plus,24,5.2
2017,Québec,Hommes,25 à 54 ans,24,5.7
2017,Québec,Hommes,55 ans et plus,24,5.8
2017,Québec,Hommes,15 à 64 ans,24,6.5
2017,Québec,Hommes,15 à 19 ans,24,15.3
2017,Québec,Hommes,20 à 24 ans,24,8.1
2017,Québec,Hommes,25 à 29 ans,24,8.3
2017,Québec,Hommes,30 à 34 ans,24,6.4
2017,Québec,Hommes,35 à 39 ans,24,5.4
2017,Québec,Hommes,40 à 44 ans,24,5.3
2017,Québec,Hommes,45 à 49 ans,24,5.0
2017,Québec,Hommes,50 à 54 ans,24,4.2
2017,Québec,Hommes,55 à 59 ans,24,5.5
2017,Québec,Hommes,60 à 64 ans,24,7.1
2017,Québec,Hommes,65 ans et plus,24,4.6
2017,Québec,Hommes,65 à 69 ans,24,5.3
2017,Québec,Hommes,70 ans et plus,24,
2017,Québec,Femmes,15 ans et plus,24,5.6
2017,Québec,Femmes,15 à 24 ans,24,9.0
2017,Québec,Femmes,25 ans et plus,24,5.1
2017,Québec,Femmes,25 à 44 ans,24,5.1
2017,Québec,Femmes,45 à 64 ans,24,5.0
2017,Québec,Femmes,45 ans et plus,24,5.1
2017,Québec,Femmes,25 à 54 ans,24,5.0
2017,Québec,Femmes,55 ans et plus,24,5.1
2017,Québec,Femmes,15 à 64 ans,24,5.6
2017,Québec,Femmes,15 à 19 ans,24,13.1
2017,Québec,Femmes,20 à 24 ans,24,6.5
2017,Québec,Femmes,25 à 29 ans,24,5.2
2017,Québec,Femmes,30 à 34 ans,24,5.4
2017,Québec,Femmes,35 à 39 ans,24,4.1
2017,Québec,Femmes,40 à 44 ans,24,5.5
2017,Québec,Femmes,45 à 49 ans,24,5.7
2017,Québec,Femmes,50 à 54 ans,24,4.5
2017,Québec,Femmes,55 à 59 ans,24,3.9
2017,Québec,Femmes,60 à 64 ans,24,6.8
2017,Québec,Femmes,65 ans et plus,24,6.8
2017,Québec,Femmes,65 à 69 ans,24,6.0
2017,Québec,Femmes,70 ans et plus,24,
2017,Ontario,Les deux sexes,15 ans et plus,35,6.1
2017,Ontario,Les deux sexes,15 à 24 ans,35,11.7
2017,Ontario,Les deux sexes,25 ans et plus,35,5.1
2017,Ontario,Les deux sexes,25 à 44 ans,35,5.5
2017,Ontario,Les deux sexes,45 à 64 ans,35,4.7
2017,Ontario,Les deux sexes,45 ans et plus,35,4.7
2017,Ontario,Les deux sexes,25 à 54 ans,35,5.2
2017,Ontario,Les deux sexes,55 ans et plus,35,4.7
2017,Ontario,Les deux sexes,15 à 64 ans,35,6.2
2017,Ontario,Les deux sexes,15 à 19 ans,35,15.4
2017,Ontario,Les deux sexes,20 à 24 ans,35,9.7
2017,Ontario,Les deux sexes,25 à 29 ans,35,7.8
2017,Ontario,Les deux sexes,30 à 34 ans,35,4.9
2017,Ontario,Les deux sexes,35 à 39 ans,35,4.6
2017,Ontario,Les deux sexes,40 à 44 ans,35,4.6
2017,Ontario,Les deux sexes,45 à 49 ans,35,4.8
2017,Ontario,Les deux sexes,50 à 54 ans,35,4.4
2017,Ontario,Les deux sexes,55 à 59 ans,35,4.6
2017,Ontario,Les deux sexes,60 à 64 ans,35,5.3
2017,Ontario,Les deux sexes,65 ans et plus,35,4.1
2017,Ontario,Les deux sexes,65 à 69 ans,35,4.5
2017,Ontario,Les deux sexes,70 ans et plus,35,3.4
2017,Ontario,Hommes,15 ans et plus,35,6.3
2017,Ontario,Hommes,15 à 24 ans,35,13.1
2017,Ontario,Hommes,25 ans et plus,35,5.1
2017,Ontario,Hommes,25 à 44 ans,35,5.5
2017,Ontario,Hommes,45 à 64 ans,35,4.8
2017,Ontario,Hommes,45 ans et plus,35,4.7
2017,Ontario,Hommes,25 à 54 ans,35,5.2
2017,Ontario,Hommes,55 ans et plus,35,4.9
2017,Ontario,Hommes,15 à 64 ans,35,6.4
2017,Ontario,Hommes,15 à 19 ans,35,16.6
2017,Ontario,Hommes,20 à 24 ans,35,11.2
2017,Ontario,Hommes,25 à 29 ans,35,8.5
2017,Ontario,Hommes,30 à 34 ans,35,5.1
2017,Ontario,Hommes,35 à 39 ans,35,4.2
2017,Ontario,Hommes,40 à 44 ans,35,4.1
2017,Ontario,Hommes,45 à 49 ans,35,4.7
2017,Ontario,Hommes,50 à 54 ans,35,4.4
2017,Ontario,Hommes,55 à 59 ans,35,4.8
2017,Ontario,Hommes,60 à 64 ans,35,5.7
2017,Ontario,Hommes,65 ans et plus,35,4.3
2017,Ontario,Hommes,65 à 69 ans,35,4.7
2017,Ontario,Hommes,70 ans et plus,35,3.6
2017,Ontario,Femmes,15 ans et plus,35,5.8
2017,Ontario,Femmes,15 à 24 ans,35,10.3
2017,Ontario,Femmes,25 ans et plus,35,5.0
2017,Ontario,Femmes,25 à 44 ans,35,5.5
2017,Ontario,Femmes,45 à 64 ans,35,4.6
2017,Ontario,Femmes,45 ans et plus,35,4.5
2017,Ontario,Femmes,25 à 54 ans,35,5.2
2017,Ontario,Femmes,55 ans et plus,35,4.4
2017,Ontario,Femmes,15 à 64 ans,35,5.9
2017,Ontario,Femmes,15 à 19 ans,35,14.2
2017,Ontario,Femmes,20 à 24 ans,35,8.0
2017,Ontario,Femmes,25 à 29 ans,35,7.1
2017,Ontario,Femmes,30 à 34 ans,35,4.8
2017,Ontario,Femmes,35 à 39 ans,35,5.0
2017,Ontario,Femmes,40 à 44 ans,35,5.1
2017,Ontario,Femmes,45 à 49 ans,35,4.9
2017,Ontario,Femmes,50 à 54 ans,35,4.4
2017,Ontario,Femmes,55 à 59 ans,35,4.5
2017,Ontario,Femmes,60 à 64 ans,35,4.8
2017,Ontario,Femmes,65 ans et plus,35,3.8
2017,Ontario,Femmes,65 à 69 ans,35,4.0
2017,Ontario,Femmes,70 ans et plus,35,3.1
2017,Manitoba,Les deux sexes,15 ans et plus,46,5.4
2017,Manitoba,Les deux sexes,15 à 24 ans,46,10.9
2017,Manitoba,Les deux sexes,25 ans et plus,46,4.3
2017,Manitoba,Les deux sexes,25 à 44 ans,46,4.5
2017,Manitoba,Les deux sexes,45 à 64 ans,46,4.1
2017,Manitoba,Les deux sexes,45 ans et plus,46,4.0
2017,Manitoba,Les deux sexes,25 à 54 ans,46,4.4
2017,Manitoba,Les deux sexes,55 ans et plus,46,3.9
2017,Manitoba,Les deux sexes,15 à 64 ans,46,5.5
2017,Manitoba,Les deux sexes,15 à 19 ans,46,16.0
2017,Manitoba,Les deux sexes,20 à 24 ans,46,8.0
2017,Manitoba,Les deux sexes,25 à 29 ans,46,5.3
2017,Manitoba,Les deux sexes,30 à 34 ans,46,5.1
2017,Manitoba,Les deux sexes,35 à 39 ans,46,4.2
2017,Manitoba,Les deux sexes,40 à 44 ans,46,3.4
2017,Manitoba,Les deux sexes,45 à 49 ans,46,3.8
2017,Manitoba,Les deux sexes,50 à 54 ans,46,4.2
2017,Manitoba,Les deux sexes,55 à 59 ans,46,4.1
2017,Manitoba,Les deux sexes,60 à 64 ans,46,4.4
2017,Manitoba,Les deux sexes,65 ans et plus,46,2.3
2017,Manitoba,Les deux sexes,65 à 69 ans,46,3.2
2017,Manitoba,Les deux sexes,70 ans et plus,46,
2017,Manitoba,Hommes,15 ans et plus,46,5.7
2017,Manitoba,Hommes,15 à 24 ans,46,12.1
2017,Manitoba,Hommes,25 ans et plus,46,4.4
2017,Manitoba,Hommes,25 à 44 ans,46,4.8
2017,Manitoba,Hommes,45 à 64 ans,46,4.2
2017,Manitoba,Hommes,45 ans et plus,46,4.0
2017,Manitoba,Hommes,25 à 54 ans,46,4.6
2017,Manitoba,Hommes,55 ans et plus,46,3.8
2017,Manitoba,Hommes,15 à 64 ans,46,5.8
2017,Manitoba,Hommes,15 à 19 ans,46,18.1
2017,Manitoba,Hommes,20 à 24 ans,46,8.8
2017,Manitoba,Hommes,25 à 29 ans,46,5.8
2017,Manitoba,Hommes,30 à 34 ans,46,5.6
2017,Manitoba,Hommes,35 à 39 ans,46,4.5
2017,Manitoba,Hommes,40 à 44 ans,46,3.2
2017,Manitoba,Hommes,45 à 49 ans,46,3.7
2017,Manitoba,Hommes,50 à 54 ans,46,4.7
2017,Manitoba,Hommes,55 à 59 ans,46,4.0
2017,Manitoba,Hommes,60 à 64 ans,46,4.6
2017,Manitoba,Hommes,65 ans et plus,46,
2017,Manitoba,Hommes,65 à 69 ans,46,
2017,Manitoba,Hommes,70 ans et plus,46,
2017,Manitoba,Femmes,15 ans et plus,46,5.0
2017,Manitoba,Femmes,15 à 24 ans,46,9.7
2017,Manitoba,Femmes,25 ans et plus,46,4.1
2017,Manitoba,Femmes,25 à 44 ans,46,4.2
2017,Manitoba,Femmes,45 à 64 ans,46,4.1
2017,Manitoba,Femmes,45 ans et plus,46,3.9
2017,Manitoba,Femmes,25 à 54 ans,46,4.1
2017,Manitoba,Femmes,55 ans et plus,46,4.1
2017,Manitoba,Femmes,15 à 64 ans,46,5.1
2017,Manitoba,Femmes,15 à 19 ans,46,13.5
2017,Manitoba,Femmes,20 à 24 ans,46,7.1
2017,Manitoba,Femmes,25 à 29 ans,46,4.6
2017,Manitoba,Femmes,30 à 34 ans,46,4.5
2017,Manitoba,Femmes,35 à 39 ans,46,3.8
2017,Manitoba,Femmes,40 à 44 ans,46,3.7
2017,Manitoba,Femmes,45 à 49 ans,46,3.9
2017,Manitoba,Femmes,50 à 54 ans,46,3.8
2017,Manitoba,Femmes,55 à 59 ans,46,4.5
2017,Manitoba,Femmes,60 à 64 ans,46,4.3
2017,Manitoba,Femmes,65 ans et plus,46,
2017,Manitoba,Femmes,65 à 69 ans,46,
2017,Manitoba,Femmes,70 ans et plus,46,
2017,Saskatchewan,Les deux sexes,15 ans et plus,47,6.4
2017,Saskatchewan,Les deux sexes,15 à 24 ans,47,12.0
2017,Saskatchewan,Les deux sexes,25 ans et plus,47,5.5
2017,Saskatchewan,Les deux sexes,25 à 44 ans,47,5.8
2017,Saskatchewan,Les deux sexes,45 à 64 ans,47,5.2
2017,Saskatchewan,Les deux sexes,45 ans et plus,47,5.1
2017,Saskatchewan,Les deux sexes,25 à 54 ans,47,5.6
2017,Saskatchewan,Les deux sexes,55 ans et plus,47,5.0
2017,Saskatchewan,Les deux sexes,15 à 64 ans,47,6.5
2017,Saskatchewan,Les deux sexes,15 à 19 ans,47,15.5
2017,Saskatchewan,Les deux sexes,20 à 24 ans,47,9.6
2017,Saskatchewan,Les deux sexes,25 à 29 ans,47,8.0
2017,Saskatchewan,Les deux sexes,30 à 34 ans,47,5.1
2017,Saskatchewan,Les deux sexes,35 à 39 ans,47,5.4
2017,Saskatchewan,Les deux sexes,40 à 44 ans,47,4.8
2017,Saskatchewan,Les deux sexes,45 à 49 ans,47,5.2
2017,Saskatchewan,Les deux sexes,50 à 54 ans,47,5.2
2017,Saskatchewan,Les deux sexes,55 à 59 ans,47,5.1
2017,Saskatchewan,Les deux sexes,60 à 64 ans,47,5.5
2017,Saskatchewan,Les deux sexes,65 ans et plus,47,4.4
2017,Saskatchewan,Les deux sexes,65 à 69 ans,47,5.7
2017,Saskatchewan,Les deux sexes,70 ans et plus,47,
2017,Saskatchewan,Hommes,15 ans et plus,47,7.0
2017,Saskatchewan,Hommes,15 à 24 ans,47,13.2
2017,Saskatchewan,Hommes,25 ans et plus,47,5.9
2017,Saskatchewan,Hommes,25 à 44 ans,47,6.3
2017,Saskatchewan,Hommes,45 à 64 ans,47,5.6
2017,Saskatchewan,Hommes,45 ans et plus,47,5.5
2017,Saskatchewan,Hommes,25 à 54 ans,47,6.1
2017,Saskatchewan,Hommes,55 ans et plus,47,5.5
2017,Saskatchewan,Hommes,15 à 64 ans,47,7.1
2017,Saskatchewan,Hommes,15 à 19 ans,47,17.4
2017,Saskatchewan,Hommes,20 à 24 ans,47,10.7
2017,Saskatchewan,Hommes,25 à 29 ans,47,9.0
2017,Saskatchewan,Hommes,30 à 34 ans,47,5.2
2017,Saskatchewan,Hommes,35 à 39 ans,47,5.9
2017,Saskatchewan,Hommes,40 à 44 ans,47,5.0
2017,Saskatchewan,Hommes,45 à 49 ans,47,5.2
2017,Saskatchewan,Hommes,50 à 54 ans,47,6.2
2017,Saskatchewan,Hommes,55 à 59 ans,47,5.3
2017,Saskatchewan,Hommes,60 à 64 ans,47,5.9
2017,Saskatchewan,Hommes,65 ans et plus,47,
2017,Saskatchewan,Hommes,65 à 69 ans,47,
2017,Saskatchewan,Hommes,70 ans et plus,47,
2017,Saskatchewan,Femmes,15 ans et plus,47,5.8
2017,Saskatchewan,Femmes,15 à 24 ans,47,10.4
2017,Saskatchewan,Femmes,25 ans et plus,47,4.9
2017,Saskatchewan,Femmes,25 à 44 ans,47,5.3
2017,Saskatchewan,Femmes,45 à 64 ans,47,4.7
2017,Saskatchewan,Femmes,45 ans et plus,47,4.5
2017,Saskatchewan,Femmes,25 à 54 ans,47,5.1
2017,Saskatchewan,Femmes,55 ans et plus,47,4.4
2017,Saskatchewan,Femmes,15 à 64 ans,47,5.9
2017,Saskatchewan,Femmes,15 à 19 ans,47,13.5
2017,Saskatchewan,Femmes,20 à 24 ans,47,8.3
2017,Saskatchewan,Femmes,25 à 29 ans,47,6.8
2017,Saskatchewan,Femmes,30 à 34 ans,47,5.0
2017,Saskatchewan,Femmes,35 à 39 ans,47,4.7
2017,Saskatchewan,Femmes,40 à 44 ans,47,4.6
2017,Saskatchewan,Femmes,45 à 49 ans,47,5.2
2017,Saskatchewan,Femmes,50 à 54 ans,47,4.1
2017,Saskatchewan,Femmes,55 à 59 ans,47,4.8
2017,Saskatchewan,Femmes,60 à 64 ans,47,4.4
2017,Saskatchewan,Femmes,65 ans et plus,47,
2017,Saskatchewan,Femmes,65 à 69 ans,47,
2017,Saskatchewan,Femmes,70 ans et plus,47,
2017,Alberta,Les deux sexes,15 ans et plus,48,8.0
2017,Alberta,Les deux sexes,15 à 24 ans,48,13.2
2017,Alberta,Les deux sexes,25 ans et plus,48,7.2
2017,Alberta,Les deux sexes,25 à 44 ans,48,6.4
2017,Alberta,Les deux sexes,45 à 64 ans,48,8.2
2017,Alberta,Les deux sexes,45 ans et plus,48,8.1
2017,Alberta,Les deux sexes,25 à 54 ans,48,6.8
2017,Alberta,Les deux sexes,55 ans et plus,48,8.7
2017,Alberta,Les deux sexes,15 à 64 ans,48,8.1
