Year,Geography,Status,Sex,Age group,GeoCode,Value
2017,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,47,11
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,6
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,48,7
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,48,5
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,11
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,48,11
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,48,10
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,13
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,48,14
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,48,13
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,15
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,48,15
2017,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,48,14
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,2
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,48,3
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,5
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,48,7
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,48,3
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,7
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,48,9
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,48,4
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,8
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,48,10
2017,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,48,5
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,4
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,48,4
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,48,3
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,5
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,48,4
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,48,7
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,7
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,48,5
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,48,8
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,7
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,48,5
2017,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,48,9
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,6
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,59,8
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,59,4
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,9
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,59,11
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,59,7
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,11
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,59,13
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,59,8
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,12
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,59,13
2017,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,59,10
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,2
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,59,2
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,3
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,59,4
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,59,2
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,4
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,59,6
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,59,2
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,4
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,59,6
2017,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,59,3
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,4
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,59,5
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,6
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,59,7
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,59,5
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,7
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,59,8
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,59,6
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,7
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,59,8
2017,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,59,7
2017,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,60,14
2017,Yukon,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,60,20
2017,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,60,19
2017,Yukon,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,60,23
2017,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,60,21
2017,Yukon,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,60,25
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,19
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,61,21
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,61,17
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,24
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,61,27
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,61,21
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,28
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,61,32
2017,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,61,24
2017,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,6
2017,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,61,8
2017,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,7
2017,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,61,11
2017,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,9
2017,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,61,14
2017,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,14
2017,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,61,13
2017,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,17
2017,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,61,16
2017,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,19
2017,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,61,18
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,62,24
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,62,25
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,33
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,62,34
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,62,32
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,42
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,62,44
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,62,40
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,44
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,62,46
2017,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,62,41
2017,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,9
2017,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,62,14
2017,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,12
2017,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,62,19
2017,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,13
