Year,data.Geography,data.Economic family type,data.Household food security status,GeoCode,Value
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,Food secure,10,68.3
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,Food insecure,10,31.7
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,"Food insecure, marginal",10,7.6
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",10,24.1
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,"Food insecure, moderate",10,13.3
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,"Food insecure, severe",10,10.9
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,Food secure,10,70.4
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,Food insecure,10,29.6
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,"Food insecure, moderate or severe",10,22.3
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,"Food insecure, moderate",10,15.4
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,Food secure,10,65.6
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,Food insecure,10,34.4
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,"Food insecure, moderate or severe",10,26.5
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,"Food insecure, moderate",10,10.6
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,"Food insecure, severe",10,15.9
2019,Prince Edward Island,All persons,Food secure,11,81.4
2019,Prince Edward Island,All persons,Food insecure,11,18.6
2019,Prince Edward Island,All persons,"Food insecure, marginal",11,5.4
2019,Prince Edward Island,All persons,"Food insecure, moderate or severe",11,13.2
2019,Prince Edward Island,All persons,"Food insecure, moderate",11,8.7
2019,Prince Edward Island,All persons,"Food insecure, severe",11,4.5
2019,Prince Edward Island,Persons in economic families,Food secure,11,81.0
2019,Prince Edward Island,Persons in economic families,Food insecure,11,19.0
2019,Prince Edward Island,Persons in economic families,"Food insecure, marginal",11,5.5
2019,Prince Edward Island,Persons in economic families,"Food insecure, moderate or severe",11,13.4
2019,Prince Edward Island,Persons in economic families,"Food insecure, moderate",11,8.8
2019,Prince Edward Island,Persons in economic families,"Food insecure, severe",11,4.7
2019,Prince Edward Island,Persons in elderly families,Food secure,11,92.0
2019,Prince Edward Island,Persons in elderly families,Food insecure,11,8.0
2019,Prince Edward Island,Persons in elderly families,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in elderly families,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Persons in elderly families,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in elderly families,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in elderly couples,Food secure,11,94.1
2019,Prince Edward Island,Persons in elderly couples,Food insecure,11,5.9
2019,Prince Edward Island,Persons in elderly couples,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in elderly couples,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Persons in elderly couples,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in elderly couples,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in other elderly families,Food secure,11,86.7
2019,Prince Edward Island,Persons in other elderly families,Food insecure,11,
2019,Prince Edward Island,Persons in other elderly families,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in other elderly families,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Persons in other elderly families,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in other elderly families,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in non-elderly families,Food secure,11,78.8
2019,Prince Edward Island,Persons in non-elderly families,Food insecure,11,21.2
2019,Prince Edward Island,Persons in non-elderly families,"Food insecure, marginal",11,6.2
2019,Prince Edward Island,Persons in non-elderly families,"Food insecure, moderate or severe",11,15.0
2019,Prince Edward Island,Persons in non-elderly families,"Food insecure, moderate",11,9.8
2019,Prince Edward Island,Persons in non-elderly families,"Food insecure, severe",11,5.2
2019,Prince Edward Island,Persons in couples,Food secure,11,87.2
2019,Prince Edward Island,Persons in couples,Food insecure,11,12.8
2019,Prince Edward Island,Persons in couples,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in couples,"Food insecure, moderate or severe",11,8.7
2019,Prince Edward Island,Persons in couples,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in couples,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in couple families with children,Food secure,11,82.6
2019,Prince Edward Island,Persons in couple families with children,Food insecure,11,17.4
2019,Prince Edward Island,Persons in couple families with children,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in couple families with children,"Food insecure, moderate or severe",11,11.4
2019,Prince Edward Island,Persons in couple families with children,"Food insecure, moderate",11,7.8
2019,Prince Edward Island,Persons in couple families with children,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in couple families with other relatives,Food secure,11,82.4
2019,Prince Edward Island,Persons in couple families with other relatives,Food insecure,11,
2019,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in lone-parent families,Food secure,11,44.7
2019,Prince Edward Island,Persons in lone-parent families,Food insecure,11,55.3
2019,Prince Edward Island,Persons in lone-parent families,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in lone-parent families,"Food insecure, moderate or severe",11,43.1
2019,Prince Edward Island,Persons in lone-parent families,"Food insecure, moderate",11,26.9
2019,Prince Edward Island,Persons in lone-parent families,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in male lone-parent families,Food secure,11,
2019,Prince Edward Island,Persons in male lone-parent families,Food insecure,11,73.5
2019,Prince Edward Island,Persons in male lone-parent families,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in male lone-parent families,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Persons in male lone-parent families,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in male lone-parent families,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in female lone-parent families,Food secure,11,49.2
2019,Prince Edward Island,Persons in female lone-parent families,Food insecure,11,50.8
2019,Prince Edward Island,Persons in female lone-parent families,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in female lone-parent families,"Food insecure, moderate or severe",11,40.2
2019,Prince Edward Island,Persons in female lone-parent families,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in female lone-parent families,"Food insecure, severe",11,
2019,Prince Edward Island,Persons in other non-elderly families,Food secure,11,72.8
2019,Prince Edward Island,Persons in other non-elderly families,Food insecure,11,27.2
2019,Prince Edward Island,Persons in other non-elderly families,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons in other non-elderly families,"Food insecure, moderate or severe",11,21.0
2019,Prince Edward Island,Persons in other non-elderly families,"Food insecure, moderate",11,
2019,Prince Edward Island,Persons in other non-elderly families,"Food insecure, severe",11,
2019,Prince Edward Island,Persons not in an economic family,Food secure,11,83.0
2019,Prince Edward Island,Persons not in an economic family,Food insecure,11,17.0
2019,Prince Edward Island,Persons not in an economic family,"Food insecure, marginal",11,
2019,Prince Edward Island,Persons not in an economic family,"Food insecure, moderate or severe",11,12.2
2019,Prince Edward Island,Persons not in an economic family,"Food insecure, moderate",11,8.3
2019,Prince Edward Island,Persons not in an economic family,"Food insecure, severe",11,
2019,Prince Edward Island,Elderly persons not in an economic family,Food secure,11,91.2
2019,Prince Edward Island,Elderly persons not in an economic family,Food insecure,11,8.8
2019,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, marginal",11,
2019,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, moderate",11,
2019,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, severe",11,
2019,Prince Edward Island,Elderly males not in an economic family,Food secure,11,96.0
2019,Prince Edward Island,Elderly males not in an economic family,Food insecure,11,
2019,Prince Edward Island,Elderly males not in an economic family,"Food insecure, marginal",11,
2019,Prince Edward Island,Elderly males not in an economic family,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Elderly males not in an economic family,"Food insecure, moderate",11,
2019,Prince Edward Island,Elderly males not in an economic family,"Food insecure, severe",11,
2019,Prince Edward Island,Elderly females not in an economic family,Food secure,11,89.1
2019,Prince Edward Island,Elderly females not in an economic family,Food insecure,11,
2019,Prince Edward Island,Elderly females not in an economic family,"Food insecure, marginal",11,
2019,Prince Edward Island,Elderly females not in an economic family,"Food insecure, moderate or severe",11,
2019,Prince Edward Island,Elderly females not in an economic family,"Food insecure, moderate",11,
2019,Prince Edward Island,Elderly females not in an economic family,"Food insecure, severe",11,
2019,Prince Edward Island,Non-elderly persons not in an economic family,Food secure,11,79.3
2019,Prince Edward Island,Non-elderly persons not in an economic family,Food insecure,11,20.7
2019,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, marginal",11,
2019,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",11,14.4
2019,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, moderate",11,8.7
2019,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, severe",11,
2019,Prince Edward Island,Non-elderly males not in an economic family,Food secure,11,82.0
2019,Prince Edward Island,Non-elderly males not in an economic family,Food insecure,11,18.0
2019,Prince Edward Island,Non-elderly males not in an economic family,"Food insecure, marginal",11,
2019,Prince Edward Island,Non-elderly males not in an economic family,"Food insecure, moderate or severe",11,15.5
