Year,Géographie,Type of provider,Value
2015,Territoires du Nord-Ouest,Médecins de famille,67.8
2015,Territoires du Nord-Ouest,Conseillers en génétique,
2015,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2015,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,
2015,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,0.0
2015,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,226.1
2015,Territoires du Nord-Ouest,Technologistes de laboratoire médical,65.6
2015,Territoires du Nord-Ouest,Physiciens médicaux,
2015,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2015,Territoires du Nord-Ouest,Technologues en radiation médicale,24.9
2015,Territoires du Nord-Ouest,Sages-femmes,32.2
2015,Territoires du Nord-Ouest,Infirmières praticiennes,55.7
2015,Territoires du Nord-Ouest,Ergothérapeutes,38.4
2015,Territoires du Nord-Ouest,Opticiens,
2015,Territoires du Nord-Ouest,Opticiens,0.0
2015,Territoires du Nord-Ouest,Optométristes,1.2
2015,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2015,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2015,Territoires du Nord-Ouest,Pharmaciens,67.8
2015,Territoires du Nord-Ouest,Techniciens en pharmacie,
2015,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2015,Territoires du Nord-Ouest,Adjoints au médecin,2.3
2015,Territoires du Nord-Ouest,Médecins,83.6
2015,Territoires du Nord-Ouest,Physiothérapeutes,
2015,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2015,Territoires du Nord-Ouest,Psychologues,105.3
2015,Territoires du Nord-Ouest,Infirmières autorisées,1295.8
2015,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2015,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2015,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2015,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2015,Territoires du Nord-Ouest,Inhalothérapeutes,8.7
2015,Territoires du Nord-Ouest,Travailleurs sociaux,250.9
2015,Territoires du Nord-Ouest,Spécialistes,15.8
2015,Territoires du Nord-Ouest,Orthophonistes,14.9
2015,Territoires du Nord-Ouest,Orthophonistes,14.9
2016,Territoires du Nord-Ouest,Audiologistes,6.7
2016,Territoires du Nord-Ouest,Chiropraticiens,
2016,Territoires du Nord-Ouest,Chiropraticiens,0.0
2016,Territoires du Nord-Ouest,Assistants dentaires,
2016,Territoires du Nord-Ouest,Assistants dentaires,0.0
2016,Territoires du Nord-Ouest,Hygiénistes dentaires,57.6
2016,Territoires du Nord-Ouest,Dentistes,180.1
2016,Territoires du Nord-Ouest,Diététistes,
2016,Territoires du Nord-Ouest,Diététistes,0.0
2016,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,11.0
2016,Territoires du Nord-Ouest,Médecins de famille,56.0
2016,Territoires du Nord-Ouest,Conseillers en génétique,
2016,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2016,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,18.4
2016,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,262.0
2016,Territoires du Nord-Ouest,Technologistes de laboratoire médical,55.1
2016,Territoires du Nord-Ouest,Physiciens médicaux,
2016,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2016,Territoires du Nord-Ouest,Technologues en radiation médicale,23.3
2016,Territoires du Nord-Ouest,Sages-femmes,34.3
2016,Territoires du Nord-Ouest,Infirmières praticiennes,50.2
2016,Territoires du Nord-Ouest,Ergothérapeutes,35.8
2016,Territoires du Nord-Ouest,Opticiens,
2016,Territoires du Nord-Ouest,Opticiens,0.0
2016,Territoires du Nord-Ouest,Optométristes,2.5
2016,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2016,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2016,Territoires du Nord-Ouest,Pharmaciens,76.1
2016,Territoires du Nord-Ouest,Techniciens en pharmacie,
2016,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2016,Territoires du Nord-Ouest,Adjoints au médecin,0.0
2016,Territoires du Nord-Ouest,Médecins,73.9
2016,Territoires du Nord-Ouest,Physiothérapeutes,
2016,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2016,Territoires du Nord-Ouest,Psychologues,101.7
2016,Territoires du Nord-Ouest,Infirmières autorisées,1249.6
2016,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2016,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2016,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2016,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2016,Territoires du Nord-Ouest,Inhalothérapeutes,9.8
2016,Territoires du Nord-Ouest,Travailleurs sociaux,264.3
2016,Territoires du Nord-Ouest,Spécialistes,17.9
2016,Territoires du Nord-Ouest,Orthophonistes,14.7
2016,Territoires du Nord-Ouest,Orthophonistes,14.7
2017,Territoires du Nord-Ouest,Audiologistes,6.7
2017,Territoires du Nord-Ouest,Chiropraticiens,
2017,Territoires du Nord-Ouest,Chiropraticiens,0.0
2017,Territoires du Nord-Ouest,Assistants dentaires,
2017,Territoires du Nord-Ouest,Assistants dentaires,0.0
2017,Territoires du Nord-Ouest,Hygiénistes dentaires,82.4
2017,Territoires du Nord-Ouest,Dentistes,131.4
2017,Territoires du Nord-Ouest,Diététistes,
2017,Territoires du Nord-Ouest,Diététistes,0.0
2017,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,22.3
2017,Territoires du Nord-Ouest,Médecins de famille,60.1
2017,Territoires du Nord-Ouest,Conseillers en génétique,
2017,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2017,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,37.9
2017,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,291.8
2017,Territoires du Nord-Ouest,Technologistes de laboratoire médical,62.4
2017,Territoires du Nord-Ouest,Physiciens médicaux,
2017,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2017,Territoires du Nord-Ouest,Technologues en radiation médicale,22.3
2017,Territoires du Nord-Ouest,Sages-femmes,15.6
2017,Territoires du Nord-Ouest,Infirmières praticiennes,69.1
2017,Territoires du Nord-Ouest,Ergothérapeutes,24.5
2017,Territoires du Nord-Ouest,Ergothérapeutes,24.5
2017,Territoires du Nord-Ouest,Opticiens,
2017,Territoires du Nord-Ouest,Opticiens,0.0
2017,Territoires du Nord-Ouest,Optométristes,2.2
2017,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2017,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2017,Territoires du Nord-Ouest,Pharmaciens,91.3
2017,Territoires du Nord-Ouest,Techniciens en pharmacie,
2017,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2017,Territoires du Nord-Ouest,Adjoints au médecin,0.0
2017,Territoires du Nord-Ouest,Médecins,78.0
2017,Territoires du Nord-Ouest,Physiothérapeutes,
2017,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2017,Territoires du Nord-Ouest,Psychologues,158.2
2017,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,
2017,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,0.0
2017,Territoires du Nord-Ouest,Infirmières autorisées,1228.8
2017,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2017,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2017,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2017,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2017,Territoires du Nord-Ouest,Inhalothérapeutes,13.4
2017,Territoires du Nord-Ouest,Travailleurs sociaux,311.9
2017,Territoires du Nord-Ouest,Spécialistes,17.8
2017,Territoires du Nord-Ouest,Orthophonistes,31.2
2017,Territoires du Nord-Ouest,Orthophonistes,31.2
2018,Territoires du Nord-Ouest,Audiologistes,6.7
2018,Territoires du Nord-Ouest,Chiropraticiens,
2018,Territoires du Nord-Ouest,Chiropraticiens,0.0
2018,Territoires du Nord-Ouest,Assistants dentaires,
2018,Territoires du Nord-Ouest,Assistants dentaires,0.0
2018,Territoires du Nord-Ouest,Hygiénistes dentaires,77.8
2018,Territoires du Nord-Ouest,Dentistes,133.4
2018,Territoires du Nord-Ouest,Diététistes,31.1
2018,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,20.0
2018,Territoires du Nord-Ouest,Médecins de famille,77.8
2018,Territoires du Nord-Ouest,Conseillers en génétique,
2018,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2018,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,
2018,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,0.0
2018,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,269.0
2018,Territoires du Nord-Ouest,Technologistes de laboratoire médical,64.5
2018,Territoires du Nord-Ouest,Physiciens médicaux,
2018,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2018,Territoires du Nord-Ouest,Technologues en radiation médicale,
2018,Territoires du Nord-Ouest,Technologues en radiation médicale,0.0
2018,Territoires du Nord-Ouest,Sages-femmes,15.6
2018,Territoires du Nord-Ouest,Infirmières praticiennes,60.2
2018,Territoires du Nord-Ouest,Ergothérapeutes,37.8
2018,Territoires du Nord-Ouest,Opticiens,
2018,Territoires du Nord-Ouest,Opticiens,0.0
2018,Territoires du Nord-Ouest,Optométristes,0.0
2018,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2018,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2018,Territoires du Nord-Ouest,Pharmaciens,93.4
2018,Territoires du Nord-Ouest,Techniciens en pharmacie,
2018,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2018,Territoires du Nord-Ouest,Adjoints au médecin,0.0
2018,Territoires du Nord-Ouest,Médecins,91.1
2018,Territoires du Nord-Ouest,Physiothérapeutes,
2018,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2018,Territoires du Nord-Ouest,Psychologues,144.5
2018,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,
2018,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,0.0
2018,Territoires du Nord-Ouest,Infirmières autorisées,975.7
2018,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2018,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2018,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2018,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2018,Territoires du Nord-Ouest,Inhalothérapeutes,13.3
2018,Territoires du Nord-Ouest,Travailleurs sociaux,280.1
2018,Territoires du Nord-Ouest,Spécialistes,13.3
2018,Territoires du Nord-Ouest,Orthophonistes,28.9
2018,Territoires du Nord-Ouest,Orthophonistes,28.9
2019,Territoires du Nord-Ouest,Audiologistes,6.7
2019,Territoires du Nord-Ouest,Chiropraticiens,
2019,Territoires du Nord-Ouest,Chiropraticiens,0.0
2019,Territoires du Nord-Ouest,Assistants dentaires,
2019,Territoires du Nord-Ouest,Assistants dentaires,0.0
2019,Territoires du Nord-Ouest,Hygiénistes dentaires,62.1
2019,Territoires du Nord-Ouest,Dentistes,128.7
2019,Territoires du Nord-Ouest,Diététistes,28.8
2019,Territoires du Nord-Ouest,Diététistes,28.8
2019,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,20.0
2019,Territoires du Nord-Ouest,Médecins de famille,82.1
2019,Territoires du Nord-Ouest,Conseillers en génétique,
2019,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2019,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,39.9
2019,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,255.2
2019,Territoires du Nord-Ouest,Technologistes de laboratoire médical,71.0
2019,Territoires du Nord-Ouest,Physiciens médicaux,
2019,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2019,Territoires du Nord-Ouest,Technologues en radiation médicale,26.6
2019,Territoires du Nord-Ouest,Technologues en radiation médicale,26.6
2019,Territoires du Nord-Ouest,Sages-femmes,22.2
2019,Territoires du Nord-Ouest,Infirmières praticiennes,56.2
2019,Territoires du Nord-Ouest,Ergothérapeutes,42.2
2019,Territoires du Nord-Ouest,Opticiens,
2019,Territoires du Nord-Ouest,Opticiens,0.0
2019,Territoires du Nord-Ouest,Optométristes,0.0
2019,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2019,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2019,Territoires du Nord-Ouest,Pharmaciens,97.6
2019,Territoires du Nord-Ouest,Techniciens en pharmacie,
2019,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2019,Territoires du Nord-Ouest,Adjoints au médecin,0.0
2019,Territoires du Nord-Ouest,Médecins,97.6
2019,Territoires du Nord-Ouest,Physiothérapeutes,
2019,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2019,Territoires du Nord-Ouest,Psychologues,139.8
2019,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,
2019,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,0.0
2019,Territoires du Nord-Ouest,Infirmières autorisées,888.1
2019,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2019,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2019,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2019,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2019,Territoires du Nord-Ouest,Inhalothérapeutes,15.5
2019,Territoires du Nord-Ouest,Travailleurs sociaux,315.1
2019,Territoires du Nord-Ouest,Spécialistes,15.5
2019,Territoires du Nord-Ouest,Orthophonistes,35.5
2019,Territoires du Nord-Ouest,Orthophonistes,35.5
2020,Territoires du Nord-Ouest,Audiologistes,6.6
2020,Territoires du Nord-Ouest,Chiropraticiens,
2020,Territoires du Nord-Ouest,Chiropraticiens,0.0
2020,Territoires du Nord-Ouest,Assistants dentaires,
2020,Territoires du Nord-Ouest,Assistants dentaires,0.0
2020,Territoires du Nord-Ouest,Hygiénistes dentaires,
2020,Territoires du Nord-Ouest,Hygiénistes dentaires,0.0
2020,Territoires du Nord-Ouest,Dentistes,
2020,Territoires du Nord-Ouest,Dentistes,0.0
2020,Territoires du Nord-Ouest,Diététistes,
2020,Territoires du Nord-Ouest,Diététistes,0.0
2020,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,17.6
2020,Territoires du Nord-Ouest,Médecins de famille,88.2
2020,Territoires du Nord-Ouest,Conseillers en génétique,
2020,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2020,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,50.7
2020,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,319.6
2020,Territoires du Nord-Ouest,Technologistes de laboratoire médical,59.5
2020,Territoires du Nord-Ouest,Physiciens médicaux,
2020,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2020,Territoires du Nord-Ouest,Technologues en radiation médicale,28.7
2020,Territoires du Nord-Ouest,Technologues en radiation médicale,28.7
2020,Territoires du Nord-Ouest,Sages-femmes,
2020,Territoires du Nord-Ouest,Sages-femmes,0.0
2020,Territoires du Nord-Ouest,Infirmières praticiennes,93.5
2020,Territoires du Nord-Ouest,Ergothérapeutes,57.3
2020,Territoires du Nord-Ouest,Opticiens,
2020,Territoires du Nord-Ouest,Opticiens,0.0
2020,Territoires du Nord-Ouest,Optométristes,
2020,Territoires du Nord-Ouest,Optométristes,0.0
2020,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2020,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2020,Territoires du Nord-Ouest,Pharmaciens,97.0
2020,Territoires du Nord-Ouest,Techniciens en pharmacie,
2020,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2020,Territoires du Nord-Ouest,Adjoints au médecin,
2020,Territoires du Nord-Ouest,Adjoints au médecin,0.0
2020,Territoires du Nord-Ouest,Médecins,114.6
2020,Territoires du Nord-Ouest,Physiothérapeutes,
2020,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2020,Territoires du Nord-Ouest,Psychologues,
2020,Territoires du Nord-Ouest,Psychologues,0.0
2020,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,
2020,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,0.0
2020,Territoires du Nord-Ouest,Infirmières autorisées,1618.4
2020,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2020,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2020,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2020,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2020,Territoires du Nord-Ouest,Inhalothérapeutes,13.2
2020,Territoires du Nord-Ouest,Travailleurs sociaux,
2020,Territoires du Nord-Ouest,Travailleurs sociaux,0.0
2020,Territoires du Nord-Ouest,Spécialistes,26.4
2020,Territoires du Nord-Ouest,Orthophonistes,33.1
2020,Territoires du Nord-Ouest,Orthophonistes,33.1
2021,Territoires du Nord-Ouest,Audiologistes,4.4
2021,Territoires du Nord-Ouest,Chiropraticiens,
2021,Territoires du Nord-Ouest,Chiropraticiens,0.0
2021,Territoires du Nord-Ouest,Assistants dentaires,
2021,Territoires du Nord-Ouest,Assistants dentaires,0.0
2021,Territoires du Nord-Ouest,Hygiénistes dentaires,63.7
2021,Territoires du Nord-Ouest,Dentistes,129.7
2021,Territoires du Nord-Ouest,Diététistes,
2021,Territoires du Nord-Ouest,Diététistes,0.0
2021,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,19.8
2021,Territoires du Nord-Ouest,Médecins de famille,92.3
2021,Territoires du Nord-Ouest,Conseillers en génétique,
2021,Territoires du Nord-Ouest,Conseillers en génétique,0.0
2021,Territoires du Nord-Ouest,Professionnels de la gestion de l’information sur la santé,44.0
2021,Territoires du Nord-Ouest,Infirmières auxiliaires autorisées,426.3
2021,Territoires du Nord-Ouest,Technologistes de laboratoire médical,61.5
2021,Territoires du Nord-Ouest,Physiciens médicaux,
2021,Territoires du Nord-Ouest,Physiciens médicaux,0.0
2021,Territoires du Nord-Ouest,Technologues en radiation médicale,30.8
2021,Territoires du Nord-Ouest,Sages-femmes,30.8
2021,Territoires du Nord-Ouest,Infirmières praticiennes,110.7
2021,Territoires du Nord-Ouest,Ergothérapeutes,48.3
2021,Territoires du Nord-Ouest,Opticiens,
2021,Territoires du Nord-Ouest,Opticiens,0.0
2021,Territoires du Nord-Ouest,Optométristes,
2021,Territoires du Nord-Ouest,Optométristes,0.0
2021,Territoires du Nord-Ouest,Ambulanciers paramédicaux,
2021,Territoires du Nord-Ouest,Ambulanciers paramédicaux,0.0
2021,Territoires du Nord-Ouest,Pharmaciens,105.5
2021,Territoires du Nord-Ouest,Techniciens en pharmacie,
2021,Territoires du Nord-Ouest,Techniciens en pharmacie,0.0
2021,Territoires du Nord-Ouest,Adjoints au médecin,0.0
2021,Territoires du Nord-Ouest,Médecins,116.5
2021,Territoires du Nord-Ouest,Physiothérapeutes,
2021,Territoires du Nord-Ouest,Physiothérapeutes,0.0
2021,Territoires du Nord-Ouest,Psychologues,193.4
2021,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,
2021,Territoires du Nord-Ouest,Psychotherapists/counselling therapists,0.0
2021,Territoires du Nord-Ouest,Infirmières autorisées,1753.7
2021,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,
2021,Territoires du Nord-Ouest,Infirmières psychiatriques autorisées,0.0
2021,Territoires du Nord-Ouest,Personnel infirmier réglementé,
2021,Territoires du Nord-Ouest,Personnel infirmier réglementé,0.0
2021,Territoires du Nord-Ouest,Inhalothérapeutes,15.4
2021,Territoires du Nord-Ouest,Travailleurs sociaux,340.6
2021,Territoires du Nord-Ouest,Spécialistes,24.2
2021,Territoires du Nord-Ouest,Orthophonistes,26.4
2021,Territoires du Nord-Ouest,Orthophonistes,26.4
2015,Nouvelle-Écosse,Audiologistes,8.6
2015,Nouvelle-Écosse,Chiropraticiens,15.4
2015,Nouvelle-Écosse,Assistants dentaires,
2015,Nouvelle-Écosse,Assistants dentaires,0.0
2015,Nouvelle-Écosse,Hygiénistes dentaires,70.7
