Year,Géographie,Type de famille économique,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2019,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,,17.1
2019,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,,10.2
2019,Canada,Hommes non âgés hors famille économique,Insécurité alimentaire grave,,6.8
2019,Canada,Femmes non âgées hors famille économique,Sécurité alimentaire,,74.1
2019,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire,,25.9
2019,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,,6.6
2019,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,,19.3
2019,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,,9.9
2019,Canada,Femmes non âgées hors famille économique,Insécurité alimentaire grave,,9.4
2019,Provinces de l'Atlantique,Toutes les personnes,Sécurité alimentaire,,82.8
2019,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire,,17.2
2019,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire marginale,,5.3
2019,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire modérée ou grave,,11.9
2019,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire modérée,,8.1
2019,Provinces de l'Atlantique,Toutes les personnes,Insécurité alimentaire grave,,3.8
2019,Provinces de l'Atlantique,Personnes dans les familles économiques,Sécurité alimentaire,,84.1
2019,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire,,15.9
2019,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire marginale,,5.0
2019,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,,11.0
2019,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire modérée,,8.0
2019,Provinces de l'Atlantique,Personnes dans les familles économiques,Insécurité alimentaire grave,,3.0
2019,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Sécurité alimentaire,,92.8
2019,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire,,7.2
2019,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,,2.7
2019,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,,4.5
2019,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,,3.5
2019,Provinces de l'Atlantique,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,,
2019,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Sécurité alimentaire,,93.5
2019,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire,,6.5
2019,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,,3.0
2019,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,,3.6
2019,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,,3.1
2019,Provinces de l'Atlantique,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,,
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,,90.9
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,,9.1
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,,
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,,7.1
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,,
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,,
2019,Provinces de l'Atlantique,Personnes dans les familles non âgées,Sécurité alimentaire,,82.1
2019,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire,,17.9
2019,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire marginale,,5.5
2019,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,,12.4
2019,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire modérée,,9.0
2019,Provinces de l'Atlantique,Personnes dans les familles non âgées,Insécurité alimentaire grave,,3.4
2019,Provinces de l'Atlantique,Personnes dans les couples,Sécurité alimentaire,,89.3
2019,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire,,10.7
2019,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire marginale,,3.5
2019,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire modérée ou grave,,7.2
2019,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire modérée,,4.6
2019,Provinces de l'Atlantique,Personnes dans les couples,Insécurité alimentaire grave,,2.6
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,,80.7
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,,19.3
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,,6.6
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,,12.7
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,,10.5
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,,2.1
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,,89.3
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,,10.7
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,,
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,,8.6
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,,6.0
2019,Provinces de l'Atlantique,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,,
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Sécurité alimentaire,,58.3
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire,,41.7
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,,10.5
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,,31.2
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,,18.7
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales,Insécurité alimentaire grave,,12.5
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,,65.5
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,,34.5
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,,
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,,25.3
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,,
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,,
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,,56.3
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,,43.7
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,,
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,,32.9
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,,20.7
2019,Provinces de l'Atlantique,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,,12.2
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,,82.0
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,,18.0
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,,5.8
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,,12.1
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,,8.3
2019,Provinces de l'Atlantique,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,,3.8
2019,Provinces de l'Atlantique,Personnes hors famille économique,Sécurité alimentaire,,76.5
2019,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire,,23.5
2019,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire marginale,,7.2
2019,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,,16.3
2019,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire modérée,,8.4
2019,Provinces de l'Atlantique,Personnes hors famille économique,Insécurité alimentaire grave,,8.0
2019,Provinces de l'Atlantique,Personnes âgées hors famille économique,Sécurité alimentaire,,87.7
2019,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire,,12.3
2019,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire marginale,,4.2
2019,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,8.1
2019,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire modérée,,6.3
2019,Provinces de l'Atlantique,Personnes âgées hors famille économique,Insécurité alimentaire grave,,1.8
2019,Provinces de l'Atlantique,Hommes âgés hors famille économique,Sécurité alimentaire,,86.8
2019,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire,,13.2
2019,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire marginale,,4.7
2019,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,,8.5
2019,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire modérée,,6.2
2019,Provinces de l'Atlantique,Hommes âgés hors famille économique,Insécurité alimentaire grave,,
2019,Provinces de l'Atlantique,Femmes âgées hors famille économique,Sécurité alimentaire,,88.2
2019,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire,,11.8
2019,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire marginale,,3.9
2019,Provinces de l'Atlantique,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,,7.9
