Year,Geography,Source,GeoCode,Value
2018,Northwest Territories,Territorial Inventory Total,61,1.4
2019,Northwest Territories,Territorial Inventory Total,61,1.4
2020,Northwest Territories,Territorial Inventory Total,61,1.2
2021,Northwest Territories,Territorial Inventory Total,61,1.3
1999,Northwest Territories,Oil and Gas,61,0.2
2000,Northwest Territories,Oil and Gas,61,0.4
2001,Northwest Territories,Oil and Gas,61,0.5
2002,Northwest Territories,Oil and Gas,61,0.5
2003,Northwest Territories,Oil and Gas,61,0.4
2004,Northwest Territories,Oil and Gas,61,0.3
2005,Northwest Territories,Oil and Gas,61,0.3
2006,Northwest Territories,Oil and Gas,61,0.2
2007,Northwest Territories,Oil and Gas,61,0.2
2008,Northwest Territories,Oil and Gas,61,0.1
2009,Northwest Territories,Oil and Gas,61,0.0
2010,Northwest Territories,Oil and Gas,61,0.1
2011,Northwest Territories,Oil and Gas,61,0.1
2012,Northwest Territories,Oil and Gas,61,0.1
2013,Northwest Territories,Oil and Gas,61,0.0
2014,Northwest Territories,Oil and Gas,61,0.0
2015,Northwest Territories,Oil and Gas,61,0.0
2016,Northwest Territories,Oil and Gas,61,0.0
2017,Northwest Territories,Oil and Gas,61,0.0
2018,Northwest Territories,Oil and Gas,61,0.0
2019,Northwest Territories,Oil and Gas,61,0.1
2020,Northwest Territories,Oil and Gas,61,0.1
2021,Northwest Territories,Oil and Gas,61,0.1
1999,Northwest Territories,Electricity,61,0.1
2000,Northwest Territories,Electricity,61,0.1
2001,Northwest Territories,Electricity,61,0.1
2002,Northwest Territories,Electricity,61,0.1
2003,Northwest Territories,Electricity,61,0.1
2004,Northwest Territories,Electricity,61,0.1
2005,Northwest Territories,Electricity,61,
2006,Northwest Territories,Electricity,61,
2007,Northwest Territories,Electricity,61,
2008,Northwest Territories,Electricity,61,
2009,Northwest Territories,Electricity,61,
2010,Northwest Territories,Electricity,61,
2011,Northwest Territories,Electricity,61,
2012,Northwest Territories,Electricity,61,
2013,Northwest Territories,Electricity,61,
2014,Northwest Territories,Electricity,61,
2015,Northwest Territories,Electricity,61,
2016,Northwest Territories,Electricity,61,
2017,Northwest Territories,Electricity,61,
2018,Northwest Territories,Electricity,61,
2019,Northwest Territories,Electricity,61,
2020,Northwest Territories,Electricity,61,
2021,Northwest Territories,Electricity,61,
1999,Northwest Territories,Transport,61,0.3
2000,Northwest Territories,Transport,61,0.3
2001,Northwest Territories,Transport,61,0.4
2002,Northwest Territories,Transport,61,0.3
2003,Northwest Territories,Transport,61,0.3
2004,Northwest Territories,Transport,61,0.4
2005,Northwest Territories,Transport,61,0.8
2006,Northwest Territories,Transport,61,0.7
2007,Northwest Territories,Transport,61,0.8
2008,Northwest Territories,Transport,61,0.7
2009,Northwest Territories,Transport,61,0.6
2010,Northwest Territories,Transport,61,0.5
2011,Northwest Territories,Transport,61,0.6
2012,Northwest Territories,Transport,61,0.6
2013,Northwest Territories,Transport,61,0.6
2014,Northwest Territories,Transport,61,0.6
2015,Northwest Territories,Transport,61,0.7
2016,Northwest Territories,Transport,61,0.7
2017,Northwest Territories,Transport,61,0.8
2018,Northwest Territories,Transport,61,0.8
2019,Northwest Territories,Transport,61,0.7
2020,Northwest Territories,Transport,61,0.5
2021,Northwest Territories,Transport,61,0.6
1999,Northwest Territories,Heavy Industry,61,0.4
2000,Northwest Territories,Heavy Industry,61,0.4
2001,Northwest Territories,Heavy Industry,61,0.6
2002,Northwest Territories,Heavy Industry,61,0.4
2003,Northwest Territories,Heavy Industry,61,0.4
2004,Northwest Territories,Heavy Industry,61,0.3
2005,Northwest Territories,Heavy Industry,61,0.3
2006,Northwest Territories,Heavy Industry,61,0.3
2007,Northwest Territories,Heavy Industry,61,0.3
2008,Northwest Territories,Heavy Industry,61,0.3
2009,Northwest Territories,Heavy Industry,61,0.4
2010,Northwest Territories,Heavy Industry,61,0.4
2011,Northwest Territories,Heavy Industry,61,0.3
2012,Northwest Territories,Heavy Industry,61,0.4
2013,Northwest Territories,Heavy Industry,61,0.5
2014,Northwest Territories,Heavy Industry,61,0.4
2015,Northwest Territories,Heavy Industry,61,0.4
2016,Northwest Territories,Heavy Industry,61,0.4
2017,Northwest Territories,Heavy Industry,61,0.3
2018,Northwest Territories,Heavy Industry,61,0.4
2019,Northwest Territories,Heavy Industry,61,0.4
2020,Northwest Territories,Heavy Industry,61,0.4
2021,Northwest Territories,Heavy Industry,61,0.4
1999,Northwest Territories,Buildings,61,0.3
2000,Northwest Territories,Buildings,61,0.3
2001,Northwest Territories,Buildings,61,0.3
2002,Northwest Territories,Buildings,61,0.3
2003,Northwest Territories,Buildings,61,0.3
2004,Northwest Territories,Buildings,61,0.3
2005,Northwest Territories,Buildings,61,0.2
2006,Northwest Territories,Buildings,61,0.2
2007,Northwest Territories,Buildings,61,0.3
2008,Northwest Territories,Buildings,61,0.3
2009,Northwest Territories,Buildings,61,0.4
2010,Northwest Territories,Buildings,61,0.3
2011,Northwest Territories,Buildings,61,0.3
2012,Northwest Territories,Buildings,61,0.3
2013,Northwest Territories,Buildings,61,0.3
2014,Northwest Territories,Buildings,61,0.3
2015,Northwest Territories,Buildings,61,0.3
2016,Northwest Territories,Buildings,61,0.1
2017,Northwest Territories,Buildings,61,0.1
2018,Northwest Territories,Buildings,61,0.1
2019,Northwest Territories,Buildings,61,0.1
2020,Northwest Territories,Buildings,61,0.1
2021,Northwest Territories,Buildings,61,0.1
1999,Northwest Territories,Agriculture,61,0.0
2000,Northwest Territories,Agriculture,61,0.0
2001,Northwest Territories,Agriculture,61,0.0
2002,Northwest Territories,Agriculture,61,0.0
2003,Northwest Territories,Agriculture,61,0.0
2004,Northwest Territories,Agriculture,61,0.0
2005,Northwest Territories,Agriculture,61,0.0
2006,Northwest Territories,Agriculture,61,0.0
2007,Northwest Territories,Agriculture,61,0.0
2008,Northwest Territories,Agriculture,61,0.0
2009,Northwest Territories,Agriculture,61,0.0
2010,Northwest Territories,Agriculture,61,0.0
2011,Northwest Territories,Agriculture,61,0.0
2012,Northwest Territories,Agriculture,61,0.0
2013,Northwest Territories,Agriculture,61,0.0
2014,Northwest Territories,Agriculture,61,0.0
2015,Northwest Territories,Agriculture,61,0.0
2016,Northwest Territories,Agriculture,61,0.0
2017,Northwest Territories,Agriculture,61,0.0
2018,Northwest Territories,Agriculture,61,0.0
2019,Northwest Territories,Agriculture,61,0.0
2020,Northwest Territories,Agriculture,61,0.0
2021,Northwest Territories,Agriculture,61,0.0
1999,Northwest Territories,Waste,61,0.0
2000,Northwest Territories,Waste,61,0.0
2001,Northwest Territories,Waste,61,0.0
2002,Northwest Territories,Waste,61,0.0
2003,Northwest Territories,Waste,61,0.0
2004,Northwest Territories,Waste,61,0.0
2005,Northwest Territories,Waste,61,0.0
2006,Northwest Territories,Waste,61,0.0
2007,Northwest Territories,Waste,61,0.0
2008,Northwest Territories,Waste,61,0.0
2009,Northwest Territories,Waste,61,0.0
2010,Northwest Territories,Waste,61,0.0
2011,Northwest Territories,Waste,61,0.0
2012,Northwest Territories,Waste,61,0.0
2013,Northwest Territories,Waste,61,0.0
2014,Northwest Territories,Waste,61,0.0
2015,Northwest Territories,Waste,61,0.0
2016,Northwest Territories,Waste,61,0.0
2017,Northwest Territories,Waste,61,0.0
2018,Northwest Territories,Waste,61,0.0
2019,Northwest Territories,Waste,61,0.0
2020,Northwest Territories,Waste,61,0.0
2021,Northwest Territories,Waste,61,0.0
1999,Northwest Territories,Coal Production,61,0.0
2000,Northwest Territories,Coal Production,61,0.0
2001,Northwest Territories,Coal Production,61,0.0
2002,Northwest Territories,Coal Production,61,0.0
2003,Northwest Territories,Coal Production,61,0.0
2004,Northwest Territories,Coal Production,61,0.0
2005,Northwest Territories,Coal Production,61,0.0
2006,Northwest Territories,Coal Production,61,0.0
2007,Northwest Territories,Coal Production,61,0.0
2008,Northwest Territories,Coal Production,61,0.0
2009,Northwest Territories,Coal Production,61,0.0
2010,Northwest Territories,Coal Production,61,0.0
2011,Northwest Territories,Coal Production,61,0.0
2012,Northwest Territories,Coal Production,61,0.0
2013,Northwest Territories,Coal Production,61,0.0
2014,Northwest Territories,Coal Production,61,0.0
2015,Northwest Territories,Coal Production,61,0.0
2016,Northwest Territories,Coal Production,61,0.0
2017,Northwest Territories,Coal Production,61,0.0
2018,Northwest Territories,Coal Production,61,0.0
2019,Northwest Territories,Coal Production,61,0.0
2020,Northwest Territories,Coal Production,61,0.0
2021,Northwest Territories,Coal Production,61,0.0
1999,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,0.0
2000,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,0.0
2001,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,0.0
2002,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,0.0
2003,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,0.0
2004,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,0.0
2005,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2006,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2007,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2008,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2009,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2010,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2011,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2012,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2013,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2014,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2015,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2016,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2017,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2018,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2019,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2020,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
2021,Northwest Territories,"Light Manufacturing, Construction and Forest Resources",61,
1999,Nunavut,Territorial Inventory Total,62,0.4
2000,Nunavut,Territorial Inventory Total,62,0.5
2001,Nunavut,Territorial Inventory Total,62,0.6
2002,Nunavut,Territorial Inventory Total,62,0.7
2003,Nunavut,Territorial Inventory Total,62,0.7
2004,Nunavut,Territorial Inventory Total,62,0.8
2005,Nunavut,Territorial Inventory Total,62,0.6
2006,Nunavut,Territorial Inventory Total,62,0.6
2007,Nunavut,Territorial Inventory Total,62,0.6
2008,Nunavut,Territorial Inventory Total,62,0.6
2009,Nunavut,Territorial Inventory Total,62,0.6
2010,Nunavut,Territorial Inventory Total,62,0.6
2011,Nunavut,Territorial Inventory Total,62,0.6
2012,Nunavut,Territorial Inventory Total,62,0.7
2013,Nunavut,Territorial Inventory Total,62,0.7
2014,Nunavut,Territorial Inventory Total,62,0.7
2015,Nunavut,Territorial Inventory Total,62,0.6
2016,Nunavut,Territorial Inventory Total,62,0.7
2017,Nunavut,Territorial Inventory Total,62,0.7
2018,Nunavut,Territorial Inventory Total,62,0.7
2019,Nunavut,Territorial Inventory Total,62,0.8
2020,Nunavut,Territorial Inventory Total,62,0.6
2021,Nunavut,Territorial Inventory Total,62,0.6
1999,Nunavut,Oil and Gas,62,0.0
2000,Nunavut,Oil and Gas,62,0.0
2001,Nunavut,Oil and Gas,62,0.0
2002,Nunavut,Oil and Gas,62,0.0
2003,Nunavut,Oil and Gas,62,0.0
2004,Nunavut,Oil and Gas,62,0.0
2005,Nunavut,Oil and Gas,62,0.0
2006,Nunavut,Oil and Gas,62,0.0
2007,Nunavut,Oil and Gas,62,0.0
2008,Nunavut,Oil and Gas,62,0.0
2009,Nunavut,Oil and Gas,62,0.0
2010,Nunavut,Oil and Gas,62,0.0
2011,Nunavut,Oil and Gas,62,0.0
2012,Nunavut,Oil and Gas,62,0.0
2013,Nunavut,Oil and Gas,62,0.0
2014,Nunavut,Oil and Gas,62,0.0
2015,Nunavut,Oil and Gas,62,0.0
2016,Nunavut,Oil and Gas,62,0.0
2017,Nunavut,Oil and Gas,62,0.0
2018,Nunavut,Oil and Gas,62,0.0
2019,Nunavut,Oil and Gas,62,0.0
2020,Nunavut,Oil and Gas,62,0.0
2021,Nunavut,Oil and Gas,62,0.0
1999,Nunavut,Electricity,62,0.0
2000,Nunavut,Electricity,62,0.0
2001,Nunavut,Electricity,62,0.1
2002,Nunavut,Electricity,62,0.1
2003,Nunavut,Electricity,62,0.1
2004,Nunavut,Electricity,62,0.1
2005,Nunavut,Electricity,62,
2006,Nunavut,Electricity,62,
2007,Nunavut,Electricity,62,
2008,Nunavut,Electricity,62,
2009,Nunavut,Electricity,62,
2010,Nunavut,Electricity,62,
2011,Nunavut,Electricity,62,
2012,Nunavut,Electricity,62,
2013,Nunavut,Electricity,62,
2014,Nunavut,Electricity,62,
2015,Nunavut,Electricity,62,
2016,Nunavut,Electricity,62,
2017,Nunavut,Electricity,62,
2018,Nunavut,Electricity,62,
2019,Nunavut,Electricity,62,
2020,Nunavut,Electricity,62,
2021,Nunavut,Electricity,62,
1999,Nunavut,Transport,62,0.3
2000,Nunavut,Transport,62,0.3
2001,Nunavut,Transport,62,0.3
2002,Nunavut,Transport,62,0.3
2003,Nunavut,Transport,62,0.3
2004,Nunavut,Transport,62,0.3
2005,Nunavut,Transport,62,0.3
2006,Nunavut,Transport,62,0.3
2007,Nunavut,Transport,62,0.3
2008,Nunavut,Transport,62,0.3
2009,Nunavut,Transport,62,0.3
2010,Nunavut,Transport,62,0.3
2011,Nunavut,Transport,62,0.3
2012,Nunavut,Transport,62,0.4
2013,Nunavut,Transport,62,0.4
2014,Nunavut,Transport,62,0.4
2015,Nunavut,Transport,62,0.3
2016,Nunavut,Transport,62,0.4
2017,Nunavut,Transport,62,0.4
2018,Nunavut,Transport,62,0.4
2019,Nunavut,Transport,62,0.4
2020,Nunavut,Transport,62,0.3
2021,Nunavut,Transport,62,0.3
1999,Nunavut,Heavy Industry,62,0.1
2000,Nunavut,Heavy Industry,62,0.1
2001,Nunavut,Heavy Industry,62,0.2
2002,Nunavut,Heavy Industry,62,0.3
2003,Nunavut,Heavy Industry,62,0.2
2004,Nunavut,Heavy Industry,62,0.2
2005,Nunavut,Heavy Industry,62,0.1
2006,Nunavut,Heavy Industry,62,0.2
2007,Nunavut,Heavy Industry,62,0.2
2008,Nunavut,Heavy Industry,62,0.1
2009,Nunavut,Heavy Industry,62,0.1
2010,Nunavut,Heavy Industry,62,0.1
2011,Nunavut,Heavy Industry,62,0.2
2012,Nunavut,Heavy Industry,62,0.2
2013,Nunavut,Heavy Industry,62,0.2
2014,Nunavut,Heavy Industry,62,0.2
2015,Nunavut,Heavy Industry,62,0.1
2016,Nunavut,Heavy Industry,62,0.2
2017,Nunavut,Heavy Industry,62,0.2
2018,Nunavut,Heavy Industry,62,0.1
2019,Nunavut,Heavy Industry,62,0.1
2020,Nunavut,Heavy Industry,62,0.1
2021,Nunavut,Heavy Industry,62,0.1
1999,Nunavut,Buildings,62,0.0
2000,Nunavut,Buildings,62,0.0
2001,Nunavut,Buildings,62,0.0
2002,Nunavut,Buildings,62,0.0
2003,Nunavut,Buildings,62,0.0
2004,Nunavut,Buildings,62,0.0
2005,Nunavut,Buildings,62,0.0
2006,Nunavut,Buildings,62,0.0
2007,Nunavut,Buildings,62,0.0
2008,Nunavut,Buildings,62,0.0
2009,Nunavut,Buildings,62,0.0
2010,Nunavut,Buildings,62,0.0
2011,Nunavut,Buildings,62,0.0
2012,Nunavut,Buildings,62,0.0
2013,Nunavut,Buildings,62,0.0
2014,Nunavut,Buildings,62,0.0
2015,Nunavut,Buildings,62,0.0
2016,Nunavut,Buildings,62,0.0
2017,Nunavut,Buildings,62,0.0
2018,Nunavut,Buildings,62,0.0
2019,Nunavut,Buildings,62,0.0
2020,Nunavut,Buildings,62,0.0
2021,Nunavut,Buildings,62,0.0
1999,Nunavut,Agriculture,62,0.0
2000,Nunavut,Agriculture,62,0.0
2001,Nunavut,Agriculture,62,0.0
2002,Nunavut,Agriculture,62,0.0
2003,Nunavut,Agriculture,62,0.0
2004,Nunavut,Agriculture,62,0.0
2005,Nunavut,Agriculture,62,0.0
2006,Nunavut,Agriculture,62,0.0
2007,Nunavut,Agriculture,62,0.0
2008,Nunavut,Agriculture,62,0.0
2009,Nunavut,Agriculture,62,0.0
2010,Nunavut,Agriculture,62,0.0
2011,Nunavut,Agriculture,62,0.0
2012,Nunavut,Agriculture,62,0.0
2013,Nunavut,Agriculture,62,0.0
2014,Nunavut,Agriculture,62,0.0
2015,Nunavut,Agriculture,62,0.0
2016,Nunavut,Agriculture,62,0.0
2017,Nunavut,Agriculture,62,0.0
2018,Nunavut,Agriculture,62,0.0
2019,Nunavut,Agriculture,62,0.0
2020,Nunavut,Agriculture,62,0.0
2021,Nunavut,Agriculture,62,0.0
1999,Nunavut,Waste,62,0.0
2000,Nunavut,Waste,62,0.0
2001,Nunavut,Waste,62,0.0
2002,Nunavut,Waste,62,0.0
2003,Nunavut,Waste,62,0.0
2004,Nunavut,Waste,62,0.0
2005,Nunavut,Waste,62,0.0
2006,Nunavut,Waste,62,0.0
2007,Nunavut,Waste,62,0.0
2008,Nunavut,Waste,62,0.0
2009,Nunavut,Waste,62,0.0
2010,Nunavut,Waste,62,0.0
2011,Nunavut,Waste,62,0.0
2012,Nunavut,Waste,62,0.0
2013,Nunavut,Waste,62,0.0
2014,Nunavut,Waste,62,0.0
2015,Nunavut,Waste,62,0.0
2016,Nunavut,Waste,62,0.0
2017,Nunavut,Waste,62,0.0
2018,Nunavut,Waste,62,0.0
2019,Nunavut,Waste,62,0.0
2020,Nunavut,Waste,62,0.0
2021,Nunavut,Waste,62,0.0
1999,Nunavut,Coal Production,62,0.0
2000,Nunavut,Coal Production,62,0.0
2001,Nunavut,Coal Production,62,0.0
2002,Nunavut,Coal Production,62,0.0
2003,Nunavut,Coal Production,62,0.0
2004,Nunavut,Coal Production,62,0.0
2005,Nunavut,Coal Production,62,0.0
2006,Nunavut,Coal Production,62,0.0
2007,Nunavut,Coal Production,62,0.0
2008,Nunavut,Coal Production,62,0.0
2009,Nunavut,Coal Production,62,0.0
2010,Nunavut,Coal Production,62,0.0
2011,Nunavut,Coal Production,62,0.0
2012,Nunavut,Coal Production,62,0.0
2013,Nunavut,Coal Production,62,0.0
2014,Nunavut,Coal Production,62,0.0
2015,Nunavut,Coal Production,62,0.0
2016,Nunavut,Coal Production,62,0.0
2017,Nunavut,Coal Production,62,0.0
2018,Nunavut,Coal Production,62,0.0
2019,Nunavut,Coal Production,62,0.0
2020,Nunavut,Coal Production,62,0.0
2021,Nunavut,Coal Production,62,0.0
1999,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,0.0
2000,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,0.0
2001,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,0.0
2002,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,0.0
2003,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,0.0
2004,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,0.0
2005,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2006,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2007,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2008,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2009,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2010,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2011,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2012,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2013,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2014,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2015,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2016,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2017,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2018,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2019,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2020,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
2021,Nunavut,"Light Manufacturing, Construction and Forest Resources",62,
