Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",33.8
2019,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",40.2
2020,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",38.5
2018,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2019,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",19.5
2019,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",21.0
2020,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",16.6
2018,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, moderate",13.8
2019,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, marginal",6.1
2019,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, marginal",5.4
2018,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",15.5
2019,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",12.2
2020,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",12.6
2018,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, moderate",6.4
2019,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, moderate",8.3
2020,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, moderate",6.5
2018,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, severe",9.2
2019,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Persons not in an economic family,"data.Food insecure, severe",6.1
2018,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",6.9
2019,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",7.4
2019,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",10.3
2018,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",
2019,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",7.1
2018,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2019,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2018,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2019,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",
2019,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",8.2
2018,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2019,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2020,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2019,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2018,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",5.7
2019,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.3
2018,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",20.0
2019,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",14.4
2020,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",13.8
2018,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",8.5
2019,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",8.7
2020,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",
2018,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",11.5
2019,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Prince Edward Island,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",7.5
2018,data.Prince Edward Island,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Prince Edward Island,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Prince Edward Island,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Prince Edward Island,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",21.6
